payoff,network,strategy,strategy_short,mean_barC,std_barC,mean_smax,std_smax,mean_chi,std_chi,Pr_allC,Pr_allD,mean_t_absorb,std_t_absorb
Canonical,ER_p0.02,ImitationStrategy,Imitate,0.03969864393939394,0.01115690459982766,0.008673660714285715,0.0009230503683296735,1.3973549774124971,0.1266580294570496,0.0,0.06666666666666667,1868.5,500.45804881197546
Canonical,ER_p0.02,RLStrategy,RL,0.050174250000000004,0.0005982867601859453,0.007668416666666667,0.0001915651092760736,1.0949460220087448,0.0804920961605565,0.0,0.0,2000.0,0.0
Canonical,ER_p0.02,TitForTatStrategy,TFT,0.513625,0.08465660223351833,0.48987499999999995,0.09366539285651618,1.1321984397623786,0.33589868655826344,0.0,0.0,2000.0,0.0
Canonical,Grid_20x20,ImitationStrategy,Imitate,0.05426491666666667,0.014252805206092449,0.008223796296296297,0.0010008864749585667,1.203855830726931,0.14031636386404206,0.0,0.1,1801.0,607.2058674924357
Canonical,Grid_20x20,RLStrategy,RL,0.04989566666666667,0.0003799699020143339,0.005116333333333334,6.312867720028247e-05,0.838300984225264,0.12637531442739156,0.0,0.0,2000.0,0.0
Canonical,Grid_20x20,TitForTatStrategy,TFT,0.5402698224540329,0.19565658304823969,0.0025,0.0,0.0,0.0,0.3333333333333333,0.2,953.7,995.455852950001
Canonical,WS_k8_p0.1,ImitationStrategy,Imitate,0.13765427854230378,0.10778100993824842,0.011350468750000002,0.0012460120447351226,2.1022027830635137,0.30243948111664637,0.0,0.4666666666666667,1089.3333333333333,997.0362056627126
Canonical,WS_k8_p0.1,RLStrategy,RL,0.04996491666666667,0.00030053578831392276,0.006602833333333334,8.167358638289174e-05,1.0993533678444467,0.06507548420913747,0.0,0.0,2000.0,0.0
Canonical,WS_k8_p0.1,TitForTatStrategy,TFT,0.45002751322777185,0.18972083453375518,0.16426470588235295,0.05953442219817529,11.749925861991699,4.197141668995982,0.13333333333333333,0.3,1148.0666666666666,990.8857038836111
Default,ER_p0.02,ImitationStrategy,Imitate,0.11410416666666667,0.033317837663119736,0.0025,0.0,0.0,0.0,0.0,0.9333333333333333,144.96666666666667,504.25421088514696
Default,ER_p0.02,RLStrategy,RL,0.05232966666666667,0.0030583997346294704,0.008935583333333334,0.00170804759525128,1.2062558299266761,0.12133939830931695,0.0,0.0,2000.0,0.0
Default,ER_p0.02,TitForTatStrategy,TFT,0.47433333333333333,0.09142887129209858,0.44754166666666667,0.09762507634624,1.047222222222222,0.13863002696504953,0.0,0.0,2000.0,0.0
Default,Grid_20x20,ImitationStrategy,Imitate,0.08248975205350205,0.019503349251505646,,,,,0.0,1.0,20.0,6.459422414661738
Default,Grid_20x20,RLStrategy,RL,0.050174083333333334,0.0008191799630005666,0.0051649166666666675,0.00020824024931982208,0.8701165601252207,0.10531648469138336,0.0,0.0,2000.0,0.0
Default,Grid_20x20,TitForTatStrategy,TFT,0.5191276861375546,0.19593066947217005,0.0025,0.0,0.0,0.0,0.3,0.23333333333333334,953.5333333333333,995.6144432159618
Default,WS_k8_p0.1,ImitationStrategy,Imitate,0.20229017857142856,0.06410518821313929,,,,,0.0,1.0,6.8,6.8400443636391515
Default,WS_k8_p0.1,RLStrategy,RL,0.05033875,0.0013864388999432543,0.006744333333333335,0.0006483333850426951,1.100941578875666,0.0525587685653635,0.0,0.0,2000.0,0.0
Default,WS_k8_p0.1,TitForTatStrategy,TFT,0.5171877485575305,0.19877085683885024,0.16859375,0.04531343389842207,11.649248820064221,4.37781595134358,0.26666666666666666,0.2,1081.3333333333333,998.8884972233174
Snowdrift,ER_p0.02,ImitationStrategy,Imitate,0.3709921666666667,0.0025333013704124108,0.3528411666666667,0.0030117025867878178,1.2427518180134278,0.08580362884152849,0.0,0.0,2000.0,0.0
Snowdrift,ER_p0.02,RLStrategy,RL,0.498655,0.023081389175981234,0.464016,0.029583328640439964,1.092722027976967,0.08598097333975763,0.0,0.0,2000.0,0.0
Snowdrift,ER_p0.02,TitForTatStrategy,TFT,0.48283333333333334,0.11447826426228581,0.45675000000000004,0.12625772424305173,1.1197051545502434,0.20456771177482577,0.0,0.0,2000.0,0.0
Snowdrift,Grid_20x20,ImitationStrategy,Imitate,0.39999450000000003,0.002336069440542057,0.05835141666666667,0.00224672123972312,6.734045746652857,0.423874093058389,0.0,0.0,2000.0,0.0
Snowdrift,Grid_20x20,RLStrategy,RL,0.5256614166666667,0.009481069834587946,0.051507500000000005,0.013494129151291098,4.334977834304133,1.2121224529772907,0.0,0.0,2000.0,0.0
Snowdrift,Grid_20x20,TitForTatStrategy,TFT,0.4710474272349272,0.18352463060182306,0.0025,0.0,0.0,0.0,0.2,0.3,1019.0,997.7706874966743
Snowdrift,WS_k8_p0.1,ImitationStrategy,Imitate,0.4158399166666667,0.002271566325336401,0.34745516666666665,0.009085897345596231,7.105798172627671,1.429082386020516,0.0,0.0,2000.0,0.0
Snowdrift,WS_k8_p0.1,RLStrategy,RL,0.5197761666666667,0.010557871669773363,0.3896004166666666,0.045125822879512806,9.246040533485745,1.6122848987264877,0.0,0.0,2000.0,0.0
Snowdrift,WS_k8_p0.1,TitForTatStrategy,TFT,0.49636478595575656,0.21341098813117212,0.23500000000000001,0.14808072725954002,12.12364973231032,7.256481387065759,0.23333333333333334,0.26666666666666666,1015.5333333333333,1001.3000423013292
