ActionStrategy,Fermi(K=0.5),ImitationStrategy,"RLStrategy(learning_rate=0.1, epsilon=0.1, initial_q=0.0)"
0.51425,0.0,0.0001666666666666668,0.05057583333333334
0.51425,0.0017499999999999849,0.0017499999999999849,0.05296166666666667
0.51425,0.0002499999999999947,0.00041666666666666144,0.052739166666666684
0.51425,0.0,0.0037500000000000033,0.05007583333333334
0.51425,0.0004999999999999894,0.0004999999999999894,0.05133333333333334
0.51425,0.0,0.0,0.050917500000000004
0.51425,0.0,0.0062083333333333365,0.05012750000000001
0.51425,0.0,0.0007499999999999987,0.050135000000000006
0.51425,0.0,0.0,0.05020833333333334
