payoff,network,strategy,strategy_short,mean_barC,std_barC,mean_smax,std_smax,mean_chi,std_chi,Pr_allC,Pr_allD,mean_t_absorb,std_t_absorb
T=1.65,WS_k8_p0.05,TitForTatStrategy,TFT,0.32467087763185326,0.16020225422173415,0.08937500000000001,0.03623922253581057,10.722495236184937,1.7648239250434707,0.0,0.6,1225.0,1620.347339307224
T=1.70,ER_p0.02,ImitationStrategy,Imitate,0.0677143076923077,0.08752363914879438,0.005695833333333334,0.001339741890564498,1.2484126984126984,0.22353495484891095,0.0,0.4,1806.8,1633.868782981057
T=1.70,ER_p0.02,TitForTatStrategy,TFT,0.44475,0.09929595913228287,0.4165,0.10962079524433309,1.0470588235294118,0.10522672835293126,0.0,0.0,3000.0,0.0
T=1.70,Grid_20x20,ImitationStrategy,Imitate,0.054005500000000005,0.01686221565735061,0.008334375000000002,0.0010794681850337222,2.103753126868273,0.18193164697547937,0.0,0.2,2408.8,1321.9633882978756
T=1.70,Grid_20x20,TitForTatStrategy,TFT,0.5067494343891402,0.2695008284866654,0.0025,,0.0,,0.4,0.4,629.6,1325.095581458183
T=1.70,WS_k8_p0.05,ImitationStrategy,Imitate,0.21064699999999997,0.0936226827049674,0.011252500000000004,,2.4846315789473685,,0.0,0.8,602.8,1340.0780574279993
T=1.70,WS_k8_p0.05,TitForTatStrategy,TFT,0.31996441196800635,0.166980701818385,0.078125,0.0008838834764831852,8.849397590361445,3.4503403178379717,0.0,0.6,1228.8,1616.910850974784
T=1.75,ER_p0.02,ImitationStrategy,Imitate,0.13645909090909092,0.09398644060137783,0.00375,,1.0,,0.0,0.8,611.6,1335.1721986320715
T=1.75,ER_p0.02,TitForTatStrategy,TFT,0.47225,0.09917393180670006,0.4494999999999999,0.10653124541654425,1.1142857142857143,0.255550625999976,0.0,0.0,3000.0,0.0
T=1.75,Grid_20x20,ImitationStrategy,Imitate,0.06488433992094862,0.036578460460106633,0.0080075,0.00029344931419241784,1.9349483096309719,0.10475588180137946,0.0,0.6,1245.0,1602.9762942726259
T=1.75,Grid_20x20,TitForTatStrategy,TFT,0.49088168498168494,0.25756219711271555,0.0025,,0.0,,0.4,0.4,630.4,1324.6478022478277
T=1.75,WS_k8_p0.05,ImitationStrategy,Imitate,0.22703571428571429,0.03323746311139933,,,,,0.0,1.0,6.8,6.572670690061994
T=1.75,WS_k8_p0.05,TitForTatStrategy,TFT,0.44699050836550835,0.24669396402968513,0.11249999999999999,0.005303300858899131,8.06659721418374,1.924851773458,0.2,0.4,1226.2,1619.2594603706968
T=1.80,ER_p0.02,ImitationStrategy,Imitate,0.10400685714285714,0.09590794642434058,0.0045850000000000005,0.0,1.0,0.0,0.0,0.6,1208.4,1635.5050596069705
T=1.80,ER_p0.02,TitForTatStrategy,TFT,0.50675,0.11807902544482658,0.48375,0.12042567728686433,1.1296969696969699,0.1291598905180745,0.0,0.0,3000.0,0.0
T=1.80,Grid_20x20,ImitationStrategy,Imitate,0.06948026315789474,0.03098620061633459,0.0088425,0.001389464825031567,2.02464024172422,0.7151687422910968,0.0,0.6,1219.2,1625.6571594281495
T=1.80,Grid_20x20,TitForTatStrategy,TFT,0.6509757085020242,0.13942729812129867,0.0025,0.0,0.0,0.0,0.6,0.0,1223.2,1621.9891183358784
T=1.80,WS_k8_p0.05,ImitationStrategy,Imitate,0.24699999999999997,0.010990052320166636,,,,,0.0,1.0,2.0,0.0
T=1.80,WS_k8_p0.05,TitForTatStrategy,TFT,0.4016991583698622,0.23848367042738686,0.12125000000000005,,16.453416149068328,,0.2,0.6,632.8,1323.3086185769364
T=1.85,ER_p0.02,ImitationStrategy,Imitate,0.03553621428571428,0.06000952970642859,0.004687500000000001,0.002078634367399263,0.2375,0.2926174977679906,0.0,0.2,2402.8,1335.3797961628743
T=1.85,ER_p0.02,TitForTatStrategy,TFT,0.5592499999999999,0.13258428922764562,0.5355000000000001,0.14158588383027465,1.0333333333333334,0.07453559924999315,0.0,0.0,3000.0,0.0
T=1.85,Grid_20x20,ImitationStrategy,Imitate,0.06395742310321259,0.0444375309093215,0.007470000000000002,0.0006328605691619587,1.858769841269841,0.07632263669950042,0.0,0.6,1219.2,1625.6793041679532
