payoff,network,strategy,barC,chi_bar,smax_bar,absorbed,absorb_state,t_absorb,n_steps_executed,cluster_samples_json,cluster_sizes_window_json,strategy_short
T=1.00,Grid_20x20,ImitationStrategy,0.1131075,4.118061062858564,0.034129999999999994,False,,3000,3000,"[{""t"": 1, ""sizes"": [2, 17, 1, 3, 1, 1, 10, 11, 1, 3, 7, 1, 2, 1, 2, 1, 1, 4, 8, 4, 1, 1, 2, 1, 1, 6, 12, 3, 1, 6, 3, 31, 38, 1, 1, 1, 3, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [2, 17, 6, 3, 5, 1, 3, 2, 8, 3, 3, 3, 2]}, {""t"": 101, ""sizes"": [2, 17, 3, 6, 2, 3, 4, 3, 2, 7, 3, 3, 2, 1]}, {""t"": 151, ""sizes"": [2, 16, 3, 5, 2, 3, 2, 3, 2, 2, 3, 6, 3, 2]}, {""t"": 201, ""sizes"": [2, 17, 6, 2, 1, 5, 1, 1, 2, 2, 8, 1, 2, 1]}, {""t"": 251, ""sizes"": [2, 17, 3, 6, 2, 5, 2, 7, 3, 2]}, {""t"": 301, ""sizes"": [2, 16, 3, 5, 2, 4, 2, 2, 3, 6, 2]}, {""t"": 351, ""sizes"": [2, 17, 6, 3, 5, 1, 3, 2, 8, 3, 3, 3, 2]}, {""t"": 401, ""sizes"": [2, 17, 3, 6, 3, 5, 3, 7, 3, 3, 3, 2]}, {""t"": 451, ""sizes"": [2, 16, 3, 5, 2, 3, 3, 3, 2, 2, 3, 6, 3, 2, 1]}, {""t"": 501, ""sizes"": [2, 17, 6, 2, 3, 3, 1, 3, 2, 2, 8, 3, 3, 2]}, {""t"": 551, ""sizes"": [2, 17, 3, 6, 2, 1, 5, 1, 2, 7, 1, 2, 1]}, {""t"": 601, ""sizes"": [2, 16, 3, 5, 2, 4, 2, 2, 3, 6, 2]}, {""t"": 651, ""sizes"": [2, 17, 6, 2, 5, 1, 2, 2, 8, 3, 2]}, {""t"": 701, ""sizes"": [2, 17, 3, 6, 3, 5, 3, 7, 3, 3, 3, 2]}, {""t"": 751, ""sizes"": [2, 16, 3, 5, 3, 4, 3, 2, 3, 3, 6, 3, 2]}, {""t"": 801, ""sizes"": [2, 17, 6, 2, 3, 4, 1, 3, 2, 2, 8, 3, 3, 2, 1]}, {""t"": 851, ""sizes"": [2, 17, 3, 6, 2, 3, 3, 3, 2, 7, 3, 3, 2]}, {""t"": 901, ""sizes"": [2, 16, 3, 5, 2, 1, 4, 1, 2, 2, 6, 1, 2, 1]}, {""t"": 951, ""sizes"": [2, 17, 6, 2, 5, 1, 2, 2, 8, 3, 2]}, {""t"": 1001, ""sizes"": [2, 17, 3, 6, 2, 5, 2, 7, 3, 2]}, {""t"": 1051, ""sizes"": [2, 16, 3, 5, 3, 4, 3, 2, 3, 3, 6, 3, 2]}, {""t"": 1101, ""sizes"": [2, 17, 6, 3, 5, 1, 3, 2, 8, 3, 3, 3, 2]}, {""t"": 1151, ""sizes"": [2, 17, 3, 6, 2, 3, 4, 3, 2, 7, 3, 3, 2, 1]}, {""t"": 1201, ""sizes"": [2, 16, 3, 5, 2, 3, 2, 3, 2, 2, 3, 6, 3, 2]}, {""t"": 1251, ""sizes"": [2, 17, 6, 2, 1, 5, 1, 1, 2, 2, 8, 1, 2, 1]}, {""t"": 1301, ""sizes"": [2, 17, 3, 6, 2, 5, 2, 7, 3, 2]}, {""t"": 1351, ""sizes"": [2, 16, 3, 5, 2, 4, 2, 2, 3, 6, 2]}, {""t"": 1401, ""sizes"": [2, 17, 6, 3, 5, 1, 3, 2, 8, 3, 3, 3, 2]}, {""t"": 1451, ""sizes"": [2, 17, 3, 6, 3, 5, 3, 7, 3, 3, 3, 2]}, {""t"": 1501, ""sizes"": [2, 16, 3, 5, 2, 3, 3, 3, 2, 2, 3, 6, 3, 2, 1]}, {""t"": 1551, ""sizes"": [2, 17, 6, 2, 3, 3, 1, 3, 2, 2, 8, 3, 3, 2]}, {""t"": 1601, ""sizes"": [2, 17, 3, 6, 2, 1, 5, 1, 2, 7, 1, 2, 1]}, {""t"": 1651, ""sizes"": [2, 16, 3, 5, 2, 4, 2, 2, 3, 6, 2]}, {""t"": 1701, ""sizes"": [2, 17, 6, 2, 5, 1, 2, 2, 8, 3, 2]}, {""t"": 1751, ""sizes"": [2, 17, 3, 6, 3, 5, 3, 7, 3, 3, 3, 2]}, {""t"": 1801, ""sizes"": [2, 16, 3, 5, 3, 4, 3, 2, 3, 3, 6, 3, 2]}, {""t"": 1851, ""sizes"": [2, 17, 6, 2, 3, 4, 1, 3, 2, 2, 8, 3, 3, 2, 1]}, {""t"": 1901, ""sizes"": [2, 17, 3, 6, 2, 3, 3, 3, 2, 7, 3, 3, 2]}, {""t"": 1951, ""sizes"": [2, 16, 3, 5, 2, 1, 4, 1, 2, 2, 6, 1, 2, 1]}, {""t"": 2001, ""sizes"": [2, 17, 6, 2, 5, 1, 2, 2, 8, 3, 2]}, {""t"": 2051, ""sizes"": [2, 17, 3, 6, 2, 5, 2, 7, 3, 2]}, {""t"": 2101, ""sizes"": [2, 16, 3, 5, 3, 4, 3, 2, 3, 3, 6, 3, 2]}, {""t"": 2151, ""sizes"": [2, 17, 6, 3, 5, 1, 3, 2, 8, 3, 3, 3, 2]}, {""t"": 2201, ""sizes"": [2, 17, 3, 6, 2, 3, 4, 3, 2, 7, 3, 3, 2, 1]}, {""t"": 2251, ""sizes"": [2, 16, 3, 5, 2, 3, 2, 3, 2, 2, 3, 6, 3, 2]}, {""t"": 2301, ""sizes"": [2, 17, 6, 2, 1, 5, 1, 1, 2, 2, 8, 1, 2, 1]}, {""t"": 2351, ""sizes"": [2, 17, 3, 6, 2, 5, 2, 7, 3, 2]}, {""t"": 2401, ""sizes"": [2, 16, 3, 5, 2, 4, 2, 2, 3, 6, 2]}, {""t"": 2451, ""sizes"": [2, 17, 6, 3, 5, 1, 3, 2, 8, 3, 3, 3, 2]}, {""t"": 2501, ""sizes"": [2, 17, 3, 6, 3, 5, 3, 7, 3, 3, 3, 2]}, {""t"": 2551, ""sizes"": [2, 16, 3, 5, 2, 3, 3, 3, 2, 2, 3, 6, 3, 2, 1]}, {""t"": 2601, ""sizes"": [2, 17, 6, 2, 3, 3, 1, 3, 2, 2, 8, 3, 3, 2]}, {""t"": 2651, ""sizes"": [2, 17, 3, 6, 2, 1, 5, 1, 2, 7, 1, 2, 1]}, {""t"": 2701, ""sizes"": [2, 16, 3, 5, 2, 4, 2, 2, 3, 6, 2]}, {""t"": 2751, ""sizes"": [2, 17, 6, 2, 5, 1, 2, 2, 8, 3, 2]}, {""t"": 2801, ""sizes"": [2, 17, 3, 6, 3, 5, 3, 7, 3, 3, 3, 2]}, {""t"": 2851, ""sizes"": [2, 16, 3, 5, 3, 4, 3, 2, 3, 3, 6, 3, 2]}, {""t"": 2901, ""sizes"": [2, 17, 6, 2, 3, 4, 1, 3, 2, 2, 8, 3, 3, 2, 1]}, {""t"": 2951, ""sizes"": [2, 17, 3, 6, 2, 3, 3, 3, 2, 7, 3, 3, 2]}]","[2, 17, 6, 2, 5, 1, 2, 2, 8, 3, 2, 2, 17, 3, 6, 2, 5, 2, 7, 3, 2, 2, 16, 3, 5, 3, 4, 3, 2, 3, 3, 6, 3, 2, 2, 17, 6, 3, 5, 1, 3, 2, 8, 3, 3, 3, 2, 2, 17, 3, 6, 2, 3, 4, 3, 2, 7, 3, 3, 2, 1, 2, 16, 3, 5, 2, 3, 2, 3, 2, 2, 3, 6, 3, 2, 2, 17, 6, 2, 1, 5, 1, 1, 2, 2, 8, 1, 2, 1, 2, 17, 3, 6, 2, 5, 2, 7, 3, 2, 2, 16, 3, 5, 2, 4, 2, 2, 3, 6, 2, 2, 17, 6, 3, 5, 1, 3, 2, 8, 3, 3, 3, 2, 2, 17, 3, 6, 3, 5, 3, 7, 3, 3, 3, 2, 2, 16, 3, 5, 2, 3, 3, 3, 2, 2, 3, 6, 3, 2, 1, 2, 17, 6, 2, 3, 3, 1, 3, 2, 2, 8, 3, 3, 2, 2, 17, 3, 6, 2, 1, 5, 1, 2, 7, 1, 2, 1, 2, 16, 3, 5, 2, 4, 2, 2, 3, 6, 2, 2, 17, 6, 2, 5, 1, 2, 2, 8, 3, 2, 2, 17, 3, 6, 3, 5, 3, 7, 3, 3, 3, 2, 2, 16, 3, 5, 3, 4, 3, 2, 3, 3, 6, 3, 2, 2, 17, 6, 2, 3, 4, 1, 3, 2, 2, 8, 3, 3, 2, 1, 2, 17, 3, 6, 2, 3, 3, 3, 2, 7, 3, 3, 2]",Imitate
T=1.00,Grid_20x20,ImitationStrategy,0.1802775,12.161217850919552,0.07492249999999999,False,,3000,3000,"[{""t"": 1, ""sizes"": [15, 2, 80, 3, 6, 2, 1, 1, 5, 1, 1, 6, 1, 22, 3, 1, 1, 32, 3, 1, 1, 8, 2, 2, 2, 1]}, {""t"": 51, ""sizes"": [2, 2, 3, 10, 39, 2, 2, 2, 24, 3, 3, 2]}, {""t"": 101, ""sizes"": [2, 2, 3, 3, 37, 2, 4, 3, 6, 3, 20, 2, 2, 2]}, {""t"": 151, ""sizes"": [2, 2, 3, 39, 1, 2, 4, 1, 2, 2, 5, 24, 3, 2, 2, 2]}, {""t"": 201, ""sizes"": [2, 2, 2, 39, 2, 4, 2, 24, 1, 3, 2, 2, 2]}, {""t"": 251, ""sizes"": [2, 3, 37, 2, 4, 3, 6, 20, 2, 2, 2]}, {""t"": 301, ""sizes"": [2, 3, 3, 39, 2, 4, 2, 5, 24, 2, 2, 2]}, {""t"": 351, ""sizes"": [2, 2, 3, 39, 2, 4, 2, 24, 3, 3, 2]}, {""t"": 401, ""sizes"": [2, 3, 3, 37, 2, 2, 3, 6, 3, 20, 2]}, {""t"": 451, ""sizes"": [2, 2, 3, 3, 39, 2, 2, 5, 24, 3, 2, 2, 2]}, {""t"": 501, ""sizes"": [2, 2, 2, 1, 39, 2, 4, 2, 24, 3, 3, 2, 2, 2]}, {""t"": 551, ""sizes"": [2, 2, 3, 37, 2, 4, 3, 6, 1, 20, 2, 2, 2]}, {""t"": 601, ""sizes"": [2, 3, 39, 2, 4, 2, 5, 24, 2, 2, 2]}, {""t"": 651, ""sizes"": [2, 2, 3, 39, 2, 4, 2, 24, 3, 2, 2, 2]}, {""t"": 701, ""sizes"": [2, 3, 3, 37, 2, 4, 3, 6, 3, 20, 2]}, {""t"": 751, ""sizes"": [2, 3, 3, 39, 2, 2, 2, 5, 24, 3, 2]}, {""t"": 801, ""sizes"": [2, 2, 2, 3, 39, 2, 2, 24, 3, 3, 2, 2, 2]}, {""t"": 851, ""sizes"": [2, 2, 3, 1, 37, 2, 4, 3, 6, 3, 20, 2, 2, 2]}, {""t"": 901, ""sizes"": [2, 2, 3, 39, 2, 4, 2, 5, 24, 1, 2, 2, 2]}, {""t"": 951, ""sizes"": [2, 2, 39, 2, 4, 2, 24, 3, 2, 2, 2]}, {""t"": 1001, ""sizes"": [2, 3, 3, 37, 2, 4, 3, 6, 20, 2, 2, 2]}, {""t"": 1051, ""sizes"": [2, 3, 3, 39, 2, 4, 2, 5, 24, 3, 2]}, {""t"": 1101, ""sizes"": [2, 2, 3, 39, 2, 2, 2, 24, 3, 3, 2]}, {""t"": 1151, ""sizes"": [2, 2, 3, 3, 37, 2, 3, 6, 3, 20, 2, 2, 2]}, {""t"": 1201, ""sizes"": [2, 2, 3, 39, 1, 2, 4, 2, 5, 24, 3, 2, 2, 2]}, {""t"": 1251, ""sizes"": [2, 2, 2, 39, 2, 4, 2, 24, 1, 3, 2, 2, 2]}, {""t"": 1301, ""sizes"": [2, 3, 37, 2, 4, 3, 6, 20, 2, 2, 2]}, {""t"": 1351, ""sizes"": [2, 3, 3, 39, 2, 4, 2, 5, 24, 2, 2, 2]}, {""t"": 1401, ""sizes"": [2, 2, 3, 39, 2, 4, 2, 24, 3, 3, 2]}, {""t"": 1451, ""sizes"": [2, 3, 3, 37, 2, 2, 3, 6, 3, 20, 2]}, {""t"": 1501, ""sizes"": [2, 2, 3, 3, 39, 2, 2, 5, 24, 3, 2, 2, 2]}, {""t"": 1551, ""sizes"": [2, 2, 2, 1, 39, 2, 4, 2, 24, 3, 3, 2, 2, 2]}, {""t"": 1601, ""sizes"": [2, 2, 3, 37, 2, 4, 3, 6, 1, 20, 2, 2, 2]}, {""t"": 1651, ""sizes"": [2, 3, 39, 2, 4, 2, 5, 24, 2, 2, 2]}, {""t"": 1701, ""sizes"": [2, 2, 3, 39, 2, 4, 2, 24, 3, 2, 2, 2]}, {""t"": 1751, ""sizes"": [2, 3, 3, 37, 2, 4, 3, 6, 3, 20, 2]}, {""t"": 1801, ""sizes"": [2, 3, 3, 39, 2, 2, 2, 5, 24, 3, 2]}, {""t"": 1851, ""sizes"": [2, 2, 2, 3, 39, 2, 2, 24, 3, 3, 2, 2, 2]}, {""t"": 1901, ""sizes"": [2, 2, 3, 1, 37, 2, 4, 3, 6, 3, 20, 2, 2, 2]}, {""t"": 1951, ""sizes"": [2, 2, 3, 39, 2, 4, 2, 5, 24, 1, 2, 2, 2]}, {""t"": 2001, ""sizes"": [2, 2, 39, 2, 4, 2, 24, 3, 2, 2, 2]}, {""t"": 2051, ""sizes"": [2, 3, 3, 37, 2, 4, 3, 6, 20, 2, 2, 2]}, {""t"": 2101, ""sizes"": [2, 3, 3, 39, 2, 4, 2, 5, 24, 3, 2]}, {""t"": 2151, ""sizes"": [2, 2, 3, 39, 2, 2, 2, 24, 3, 3, 2]}, {""t"": 2201, ""sizes"": [2, 2, 3, 3, 37, 2, 3, 6, 3, 20, 2, 2, 2]}, {""t"": 2251, ""sizes"": [2, 2, 3, 39, 1, 2, 4, 2, 5, 24, 3, 2, 2, 2]}, {""t"": 2301, ""sizes"": [2, 2, 2, 39, 2, 4, 2, 24, 1, 3, 2, 2, 2]}, {""t"": 2351, ""sizes"": [2, 3, 37, 2, 4, 3, 6, 20, 2, 2, 2]}, {""t"": 2401, ""sizes"": [2, 3, 3, 39, 2, 4, 2, 5, 24, 2, 2, 2]}, {""t"": 2451, ""sizes"": [2, 2, 3, 39, 2, 4, 2, 24, 3, 3, 2]}, {""t"": 2501, ""sizes"": [2, 3, 3, 37, 2, 2, 3, 6, 3, 20, 2]}, {""t"": 2551, ""sizes"": [2, 2, 3, 3, 39, 2, 2, 5, 24, 3, 2, 2, 2]}, {""t"": 2601, ""sizes"": [2, 2, 2, 1, 39, 2, 4, 2, 24, 3, 3, 2, 2, 2]}, {""t"": 2651, ""sizes"": [2, 2, 3, 37, 2, 4, 3, 6, 1, 20, 2, 2, 2]}, {""t"": 2701, ""sizes"": [2, 3, 39, 2, 4, 2, 5, 24, 2, 2, 2]}, {""t"": 2751, ""sizes"": [2, 2, 3, 39, 2, 4, 2, 24, 3, 2, 2, 2]}, {""t"": 2801, ""sizes"": [2, 3, 3, 37, 2, 4, 3, 6, 3, 20, 2]}, {""t"": 2851, ""sizes"": [2, 3, 3, 39, 2, 2, 2, 5, 24, 3, 2]}, {""t"": 2901, ""sizes"": [2, 2, 2, 3, 39, 2, 2, 24, 3, 3, 2, 2, 2]}, {""t"": 2951, ""sizes"": [2, 2, 3, 1, 37, 2, 4, 3, 6, 3, 20, 2, 2, 2]}]","[2, 2, 39, 2, 4, 2, 24, 3, 2, 2, 2, 2, 3, 3, 37, 2, 4, 3, 6, 20, 2, 2, 2, 2, 3, 3, 39, 2, 4, 2, 5, 24, 3, 2, 2, 2, 3, 39, 2, 2, 2, 24, 3, 3, 2, 2, 2, 3, 3, 37, 2, 3, 6, 3, 20, 2, 2, 2, 2, 2, 3, 39, 1, 2, 4, 2, 5, 24, 3, 2, 2, 2, 2, 2, 2, 39, 2, 4, 2, 24, 1, 3, 2, 2, 2, 2, 3, 37, 2, 4, 3, 6, 20, 2, 2, 2, 2, 3, 3, 39, 2, 4, 2, 5, 24, 2, 2, 2, 2, 2, 3, 39, 2, 4, 2, 24, 3, 3, 2, 2, 3, 3, 37, 2, 2, 3, 6, 3, 20, 2, 2, 2, 3, 3, 39, 2, 2, 5, 24, 3, 2, 2, 2, 2, 2, 2, 1, 39, 2, 4, 2, 24, 3, 3, 2, 2, 2, 2, 2, 3, 37, 2, 4, 3, 6, 1, 20, 2, 2, 2, 2, 3, 39, 2, 4, 2, 5, 24, 2, 2, 2, 2, 2, 3, 39, 2, 4, 2, 24, 3, 2, 2, 2, 2, 3, 3, 37, 2, 4, 3, 6, 3, 20, 2, 2, 3, 3, 39, 2, 2, 2, 5, 24, 3, 2, 2, 2, 2, 3, 39, 2, 2, 24, 3, 3, 2, 2, 2, 2, 2, 3, 1, 37, 2, 4, 3, 6, 3, 20, 2, 2, 2]",Imitate
