ImitationStrategy,"RLStrategy(learning_rate=0.1, epsilon=0.1, initial_q=0.0)",TitForTatStrategy
0.006938499999999987,0.05602341666666667,0.47325000000000006
0.003940499999999998,0.05435900000000001,0.4862916666666667
0.03304241666666668,0.050016416666666674,0.43333333333333335
0.1000688333333333,0.05012158333333335,0.43333333333333335
0.05316166666666666,0.05038225,0.47533333333333333
