ImitationStrategy,"RLStrategy(learning_rate=0.1, epsilon=0.1, initial_q=0.0)",TitForTatStrategy
0.14019916666666668,0.051031000000000014,0.47325000000000006
0.11334758333333332,0.05009833333333334,0.4862916666666667
0.16341941666666665,0.049942583333333346,0.43333333333333335
0.22782258333333333,0.04994233333333334,0.43333333333333335
0.1987500833333333,0.049941583333333345,0.47533333333333333
