payoff,network,strategy,barC,chi_bar,smax_bar,absorbed,absorb_state,t_absorb,n_steps_executed,cluster_samples_json,cluster_sizes_window_json,strategy_short
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.15422222222222223,1.1,0.09861111111111111,False,,1000,1000,"[{""t"": 1, ""sizes"": [16, 3]}, {""t"": 51, ""sizes"": [4, 2]}, {""t"": 101, ""sizes"": [3, 3]}, {""t"": 151, ""sizes"": [4]}, {""t"": 201, ""sizes"": [3]}, {""t"": 251, ""sizes"": [4, 3]}, {""t"": 301, ""sizes"": [3, 3]}, {""t"": 351, ""sizes"": [4, 3]}, {""t"": 401, ""sizes"": [3, 3]}, {""t"": 451, ""sizes"": [2, 3]}, {""t"": 501, ""sizes"": [4, 3]}, {""t"": 551, ""sizes"": [4]}, {""t"": 601, ""sizes"": [4, 2]}, {""t"": 651, ""sizes"": [3, 3]}, {""t"": 701, ""sizes"": [4]}, {""t"": 751, ""sizes"": [3]}, {""t"": 801, ""sizes"": [4, 3]}, {""t"": 851, ""sizes"": [3, 3]}, {""t"": 901, ""sizes"": [4, 3]}, {""t"": 951, ""sizes"": [3, 3]}]","[4, 3, 4, 4, 2, 3, 3, 4, 3, 4, 3, 3, 3, 4, 3, 3, 3]",Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.18055555555555555,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [6, 2, 1, 2, 1, 1]}]",[],Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.2638888888888889,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [10, 6, 1, 1, 1]}]",[],Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.24755555555555556,1.7142857142857142,0.12638888888888888,False,,1000,1000,"[{""t"": 1, ""sizes"": [13, 2, 1, 2, 2]}, {""t"": 51, ""sizes"": [5, 2, 2]}, {""t"": 101, ""sizes"": [3, 3]}, {""t"": 151, ""sizes"": [3, 5, 2, 2]}, {""t"": 201, ""sizes"": [3, 4, 2, 2]}, {""t"": 251, ""sizes"": [3, 5]}, {""t"": 301, ""sizes"": [3]}, {""t"": 351, ""sizes"": [3, 5, 2, 2]}, {""t"": 401, ""sizes"": [3, 5, 2, 2]}, {""t"": 451, ""sizes"": [3, 5]}, {""t"": 501, ""sizes"": [5]}, {""t"": 551, ""sizes"": [3, 5, 2, 2]}, {""t"": 601, ""sizes"": [5, 2, 2]}, {""t"": 651, ""sizes"": [3, 3]}, {""t"": 701, ""sizes"": [3, 5, 2, 2]}, {""t"": 751, ""sizes"": [3, 4, 2, 2]}, {""t"": 801, ""sizes"": [3, 5]}, {""t"": 851, ""sizes"": [3]}, {""t"": 901, ""sizes"": [3, 5, 2, 2]}, {""t"": 951, ""sizes"": [3, 5, 2, 2]}]","[5, 3, 5, 2, 2, 5, 2, 2, 3, 3, 3, 5, 2, 2, 3, 4, 2, 2, 3, 5, 3, 3, 5, 2, 2, 3, 5, 2, 2]",Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.1395719489981785,,,True,allD,122,122,"[{""t"": 1, ""sizes"": [8, 1, 9, 1]}, {""t"": 51, ""sizes"": [4]}, {""t"": 101, ""sizes"": [1]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.21333333333333332,,,True,allD,25,25,"[{""t"": 1, ""sizes"": [1, 14, 1, 3]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.15167548500881833,,,True,allD,126,126,"[{""t"": 1, ""sizes"": [11, 4, 4, 2]}, {""t"": 51, ""sizes"": [1, 2]}, {""t"": 101, ""sizes"": [1]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.2,,,True,allD,25,25,"[{""t"": 1, ""sizes"": [13, 1, 1, 3]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.1901709401709402,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 1, 5, 7, 1, 1]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.20833333333333334,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 1, 4, 1, 2, 1, 1, 3, 1]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.2037037037037037,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [4, 7, 1, 5]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.2927350427350427,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [19, 1]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.31038647342995174,,,True,allD,46,46,"[{""t"": 1, ""sizes"": [6, 2, 8, 2]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.21201814058956917,,,True,allD,49,49,"[{""t"": 1, ""sizes"": [20, 4]}]",[],Imitate
beta_5.00,Grid_6x6,ImitationStrategy,0.13645224171539963,,,True,allD,57,57,"[{""t"": 1, ""sizes"": [14, 3, 1]}, {""t"": 51, ""sizes"": [2]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.1527777777777778,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [2, 1, 1, 3, 1, 2, 1]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.23504273504273507,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [15, 1, 3]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.3717948717948717,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [20, 1]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.18803418803418806,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [15, 1]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.20940170940170943,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [17, 1, 1, 1, 1, 1]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.13101160862354894,,,True,allD,67,67,"[{""t"": 1, ""sizes"": [2, 13, 1, 1, 1]}, {""t"": 51, ""sizes"": [2, 3]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.18055555555555555,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 7, 2, 1, 1, 1]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.1184640522875817,,,True,allD,34,34,"[{""t"": 1, ""sizes"": [3, 11, 1, 1, 1]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.17777777777777778,,,True,allD,25,25,"[{""t"": 1, ""sizes"": [15]}]",[],Imitate
beta_5.00,ER_k4,ImitationStrategy,0.027777777777777787,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [17, 1, 1]}, {""t"": 51, ""sizes"": [1, 2]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.2777777777777778,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [15, 4, 1]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.16464646464646465,,,True,allD,55,55,"[{""t"": 1, ""sizes"": [1, 3, 1, 13]}, {""t"": 51, ""sizes"": [3, 2]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.17105263157894737,,,True,allD,19,19,"[{""t"": 1, ""sizes"": [8, 1, 5, 4]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.20833333333333334,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [3, 1, 2, 6, 1, 2]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.2542735042735043,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [3, 9, 7]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.21367521367521367,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [13, 1, 2, 1]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.25,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [18]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.2222222222222222,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [11, 2, 3]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.2222222222222222,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [4, 3, 7, 2]}]",[],Imitate
beta_5.00,WS_k4_p0.1,ImitationStrategy,0.20833333333333334,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [3, 3, 5, 2, 1, 1]}]",[],Imitate
