payoff,network,strategy,barC,chi_bar,smax_bar,absorbed,absorb_state,t_absorb,n_steps_executed,cluster_samples_json,cluster_sizes_window_json,strategy_short
beta_3.50,ER_k4,ImitationStrategy,0.027777777777777787,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [22, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_3.50,ER_k4,ImitationStrategy,0.16666666666666663,,,True,allD,22,22,"[{""t"": 1, ""sizes"": [19, 1]}]",[],Imitate
beta_3.50,ER_k4,ImitationStrategy,0.2670940170940171,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [19, 1]}]",[],Imitate
beta_3.50,ER_k4,ImitationStrategy,0.25,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [3, 11, 1, 1, 1, 1]}]",[],Imitate
beta_3.50,ER_k4,ImitationStrategy,0.27350427350427353,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [21, 1]}]",[],Imitate
beta_3.50,ER_k4,ImitationStrategy,0.19871794871794873,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [14, 1, 1]}]",[],Imitate
beta_3.50,ER_k4,ImitationStrategy,0.05094444444444446,0.3,0.037055555555555564,False,,1000,1000,"[{""t"": 1, ""sizes"": [16, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [2, 1]}, {""t"": 101, ""sizes"": [2, 1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1, 1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [2, 1]}, {""t"": 401, ""sizes"": [2, 1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1, 1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [2, 1]}, {""t"": 701, ""sizes"": [2, 1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1, 1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [2, 1]}]","[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1]",Imitate
beta_3.50,ER_k4,ImitationStrategy,0.027777777777777787,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [18, 1]}, {""t"": 51, ""sizes"": [1, 1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_3.50,ER_k4,ImitationStrategy,0.027777777777777787,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [13, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_3.50,ER_k4,ImitationStrategy,0.027777777777777787,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [13, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.2361111111111111,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [12, 1, 4]}]",[],Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.24920634920634918,,,True,allD,35,35,"[{""t"": 1, ""sizes"": [20, 1]}]",[],Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.10256410256410255,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 1, 1, 5, 4, 1, 1]}]",[],Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.2777777777777778,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [5, 13, 2]}]",[],Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.1642777777777778,1.8,0.10361111111111111,False,,1000,1000,"[{""t"": 1, ""sizes"": [22, 1]}, {""t"": 51, ""sizes"": [4, 3]}, {""t"": 101, ""sizes"": [4]}, {""t"": 151, ""sizes"": [4, 3]}, {""t"": 201, ""sizes"": [3]}, {""t"": 251, ""sizes"": [4]}, {""t"": 301, ""sizes"": [4, 3]}, {""t"": 351, ""sizes"": [4, 3]}, {""t"": 401, ""sizes"": [3, 3]}, {""t"": 451, ""sizes"": [3, 3]}, {""t"": 501, ""sizes"": [4, 3]}, {""t"": 551, ""sizes"": [4, 3]}, {""t"": 601, ""sizes"": [4, 3]}, {""t"": 651, ""sizes"": [4]}, {""t"": 701, ""sizes"": [4, 3]}, {""t"": 751, ""sizes"": [3]}, {""t"": 801, ""sizes"": [4]}, {""t"": 851, ""sizes"": [4, 3]}, {""t"": 901, ""sizes"": [4, 3]}, {""t"": 951, ""sizes"": [3, 3]}]","[4, 3, 4, 3, 4, 3, 4, 4, 3, 3, 4, 4, 3, 4, 3, 3, 3]",Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.2361111111111111,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [11, 1, 1, 4]}]",[],Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.16666666666666666,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [6, 1, 2, 3]}]",[],Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.2222222222222222,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [5, 2, 6, 3]}]",[],Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.24145299145299148,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [15, 3]}]",[],Imitate
beta_3.50,WS_k4_p0.1,ImitationStrategy,0.16111111111111112,,,True,allD,15,15,"[{""t"": 1, ""sizes"": [13, 1, 1, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.2361111111111111,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [13, 1, 2, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.2200854700854702,,,True,allD,39,39,"[{""t"": 1, ""sizes"": [22]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.1444444444444444,,,True,allD,35,35,"[{""t"": 1, ""sizes"": [9, 5, 5, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.19047619047619047,,,True,allD,14,14,"[{""t"": 1, ""sizes"": [1, 4, 14, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.16333333333333333,,,True,allD,25,25,"[{""t"": 1, ""sizes"": [8, 4, 1, 2, 1, 1, 1, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.19444444444444445,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [2, 10, 1, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.2799145299145299,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [13, 3, 1, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.20299145299145296,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [8, 1, 8, 1, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.11538461538461536,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 9, 1, 1, 1, 1, 1]}]",[],Imitate
beta_4.00,Grid_6x6,ImitationStrategy,0.25,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [4, 1, 12, 1]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.11868686868686869,,,True,allD,33,33,"[{""t"": 1, ""sizes"": [13, 1, 1, 1, 1]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.21241830065359474,,,True,allD,34,34,"[{""t"": 1, ""sizes"": [23]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.12724014336917563,,,True,allD,31,31,"[{""t"": 1, ""sizes"": [13, 1, 1, 2, 1]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.05294444444444444,0.4,0.037833333333333344,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 17, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [2, 1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [2, 1]}, {""t"": 351, ""sizes"": [2, 1]}, {""t"": 401, ""sizes"": [2, 1]}, {""t"": 451, ""sizes"": [1, 1]}, {""t"": 501, ""sizes"": [1, 1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [2, 1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [2, 1]}, {""t"": 901, ""sizes"": [2, 1]}, {""t"": 951, ""sizes"": [2, 1]}]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1]",Imitate
beta_4.00,ER_k4,ImitationStrategy,0.15873015873015872,,,True,allD,35,35,"[{""t"": 1, ""sizes"": [12, 2, 1]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.1590909090909091,,,True,allD,22,22,"[{""t"": 1, ""sizes"": [16]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.19444444444444445,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [2, 7, 1, 3, 1]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.12903225806451613,,,True,allD,31,31,"[{""t"": 1, ""sizes"": [9, 1, 2, 1, 1]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.28205128205128205,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [16, 1, 3]}]",[],Imitate
beta_4.00,ER_k4,ImitationStrategy,0.09505555555555555,0.6,0.04850000000000001,False,,1000,1000,"[{""t"": 1, ""sizes"": [18, 1, 1, 1]}, {""t"": 51, ""sizes"": [2, 2, 1]}, {""t"": 101, ""sizes"": [2, 1]}, {""t"": 151, ""sizes"": [2, 1, 1]}, {""t"": 201, ""sizes"": [2, 1]}, {""t"": 251, ""sizes"": [2, 1, 1]}, {""t"": 301, ""sizes"": [2, 1]}, {""t"": 351, ""sizes"": [1, 1]}, {""t"": 401, ""sizes"": [2, 1]}, {""t"": 451, ""sizes"": [2, 2, 1]}, {""t"": 501, ""sizes"": [2, 1]}, {""t"": 551, ""sizes"": [2, 2, 1]}, {""t"": 601, ""sizes"": [2, 1]}, {""t"": 651, ""sizes"": [1, 1]}, {""t"": 701, ""sizes"": [1, 1]}, {""t"": 751, ""sizes"": [2, 2, 1]}, {""t"": 801, ""sizes"": [1, 1]}, {""t"": 851, ""sizes"": [2, 2, 1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [2, 1, 1]}]","[2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1]",Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.36538461538461536,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [22]}]",[],Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.19444444444444445,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [2, 2, 3, 3, 1, 1, 2]}]",[],Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.2638888888888889,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [6, 4, 2, 7]}]",[],Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.1652046783625731,,,True,allD,19,19,"[{""t"": 1, ""sizes"": [12, 1, 1, 5, 1]}]",[],Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.19320987654320987,,,True,allD,45,45,"[{""t"": 1, ""sizes"": [17, 1, 1]}]",[],Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.25,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 4, 4, 9]}]",[],Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.1875,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [9, 1, 4, 1, 1]}]",[],Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.12905555555555553,0.0,0.12905555555555553,False,,1000,1000,"[{""t"": 1, ""sizes"": [14, 6, 1, 1]}, {""t"": 51, ""sizes"": [13, 6]}, {""t"": 101, ""sizes"": [1, 4]}, {""t"": 151, ""sizes"": [12, 6]}, {""t"": 201, ""sizes"": [1, 3, 4]}, {""t"": 251, ""sizes"": [5]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [5]}, {""t"": 401, ""sizes"": [3]}, {""t"": 451, ""sizes"": [5]}, {""t"": 501, ""sizes"": [6]}, {""t"": 551, ""sizes"": [6]}, {""t"": 601, ""sizes"": [6]}, {""t"": 651, ""sizes"": [4]}, {""t"": 701, ""sizes"": [6]}, {""t"": 751, ""sizes"": [4]}, {""t"": 801, ""sizes"": [5]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [5]}, {""t"": 951, ""sizes"": [3]}]","[6, 6, 6, 4, 6, 4, 5, 1, 5, 3]",Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.19722222222222216,1.1333333333333333,0.15166666666666662,False,,1000,1000,"[{""t"": 1, ""sizes"": [21]}, {""t"": 51, ""sizes"": [2, 6, 1]}, {""t"": 101, ""sizes"": [5]}, {""t"": 151, ""sizes"": [1, 6]}, {""t"": 201, ""sizes"": [2]}, {""t"": 251, ""sizes"": [2, 6]}, {""t"": 301, ""sizes"": [2, 1, 6]}, {""t"": 351, ""sizes"": [6]}, {""t"": 401, ""sizes"": [2, 6]}, {""t"": 451, ""sizes"": [2, 6]}, {""t"": 501, ""sizes"": [2, 2, 6]}, {""t"": 551, ""sizes"": [1, 5]}, {""t"": 601, ""sizes"": [2, 6, 1]}, {""t"": 651, ""sizes"": [5]}, {""t"": 701, ""sizes"": [1, 6]}, {""t"": 751, ""sizes"": [2]}, {""t"": 801, ""sizes"": [2, 6]}, {""t"": 851, ""sizes"": [2, 1, 6]}, {""t"": 901, ""sizes"": [6]}, {""t"": 951, ""sizes"": [2, 6]}]","[2, 2, 6, 1, 5, 2, 6, 1, 5, 1, 6, 2, 2, 6, 2, 1, 6, 6, 2, 6]",Imitate
beta_4.00,WS_k4_p0.1,ImitationStrategy,0.25,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [3, 6, 1, 8]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.19122383252818037,,,True,allD,69,69,"[{""t"": 1, ""sizes"": [14, 3, 4]}, {""t"": 51, ""sizes"": [2, 1]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.2222222222222222,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [7, 2, 2, 5]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.18055555555555555,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [8, 1, 2, 1, 1]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.20833333333333334,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [3, 3, 1, 2, 3, 3]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.16666666666666663,,,True,allD,36,36,"[{""t"": 1, ""sizes"": [2, 1, 9, 3]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.12847222222222224,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [9, 2, 2, 1, 1]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.08072222222222221,0.6,0.06305555555555556,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 1, 1, 3, 6, 2, 1]}, {""t"": 51, ""sizes"": [2, 1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1, 3]}, {""t"": 201, ""sizes"": [2]}, {""t"": 251, ""sizes"": [1, 1]}, {""t"": 301, ""sizes"": [3]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [3, 2]}, {""t"": 451, ""sizes"": [3]}, {""t"": 501, ""sizes"": [3]}, {""t"": 551, ""sizes"": [3, 2]}, {""t"": 601, ""sizes"": [2, 1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1, 3]}, {""t"": 751, ""sizes"": [2]}, {""t"": 801, ""sizes"": [1, 1]}, {""t"": 851, ""sizes"": [3]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [3, 2]}]","[3, 3, 2, 2, 1, 1, 1, 3, 2, 1, 1, 3, 1, 3, 2]",Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.18557919621749408,,,True,allD,47,47,"[{""t"": 1, ""sizes"": [5, 1, 13]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.2361111111111111,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 12, 2, 2]}]",[],Imitate
beta_4.50,Grid_6x6,ImitationStrategy,0.1597222222222222,,,True,allD,32,32,"[{""t"": 1, ""sizes"": [1, 1, 4, 14]}]",[],Imitate
beta_4.50,ER_k4,ImitationStrategy,0.2564102564102564,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [19]}]",[],Imitate
beta_4.50,ER_k4,ImitationStrategy,0.16666666666666666,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [11, 1]}]",[],Imitate
beta_4.50,ER_k4,ImitationStrategy,0.027777777777777787,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [21, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_4.50,ER_k4,ImitationStrategy,0.2222222222222222,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [12, 1, 1, 1, 1]}]",[],Imitate
beta_4.50,ER_k4,ImitationStrategy,0.027777777777777787,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 8, 7, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_4.50,ER_k4,ImitationStrategy,0.125,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [3, 1, 1, 4]}]",[],Imitate
beta_4.50,ER_k4,ImitationStrategy,0.23905723905723908,,,True,allD,33,33,"[{""t"": 1, ""sizes"": [23]}]",[],Imitate
beta_4.50,ER_k4,ImitationStrategy,0.027777777777777787,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [14, 1, 1]}, {""t"": 51, ""sizes"": [1, 1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_4.50,ER_k4,ImitationStrategy,0.1388888888888889,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [4, 3, 1, 1, 1]}]",[],Imitate
beta_4.50,ER_k4,ImitationStrategy,0.05555555555555557,0.0,0.027777777777777787,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 14, 1, 1]}, {""t"": 51, ""sizes"": [1, 1]}, {""t"": 101, ""sizes"": [1, 1]}, {""t"": 151, ""sizes"": [1, 1]}, {""t"": 201, ""sizes"": [1, 1]}, {""t"": 251, ""sizes"": [1, 1]}, {""t"": 301, ""sizes"": [1, 1]}, {""t"": 351, ""sizes"": [1, 1]}, {""t"": 401, ""sizes"": [1, 1]}, {""t"": 451, ""sizes"": [1, 1]}, {""t"": 501, ""sizes"": [1, 1]}, {""t"": 551, ""sizes"": [1, 1]}, {""t"": 601, ""sizes"": [1, 1]}, {""t"": 651, ""sizes"": [1, 1]}, {""t"": 701, ""sizes"": [1, 1]}, {""t"": 751, ""sizes"": [1, 1]}, {""t"": 801, ""sizes"": [1, 1]}, {""t"": 851, ""sizes"": [1, 1]}, {""t"": 901, ""sizes"": [1, 1]}, {""t"": 951, ""sizes"": [1, 1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.23671497584541057,,,True,allD,23,23,"[{""t"": 1, ""sizes"": [22]}]",[],Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.2361111111111111,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [14, 1, 1, 1]}]",[],Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.22755555555555554,1.8,0.10355555555555557,False,,1000,1000,"[{""t"": 1, ""sizes"": [12, 1, 8]}, {""t"": 51, ""sizes"": [4, 3, 3]}, {""t"": 101, ""sizes"": [4]}, {""t"": 151, ""sizes"": [4, 3, 3]}, {""t"": 201, ""sizes"": [4, 3, 3]}, {""t"": 251, ""sizes"": [4, 3, 3]}, {""t"": 301, ""sizes"": [3, 3, 3]}, {""t"": 351, ""sizes"": [3, 3]}, {""t"": 401, ""sizes"": [3, 3]}, {""t"": 451, ""sizes"": [4, 1, 3]}, {""t"": 501, ""sizes"": [4, 3, 3]}, {""t"": 551, ""sizes"": [4, 3]}, {""t"": 601, ""sizes"": [4, 3, 3]}, {""t"": 651, ""sizes"": [4]}, {""t"": 701, ""sizes"": [4, 3, 3]}, {""t"": 751, ""sizes"": [4, 3, 3]}, {""t"": 801, ""sizes"": [4, 3, 3]}, {""t"": 851, ""sizes"": [3, 3, 3]}, {""t"": 901, ""sizes"": [3, 3]}, {""t"": 951, ""sizes"": [3, 3]}]","[4, 3, 3, 4, 3, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3]",Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.2638888888888889,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [2, 13, 1, 3]}]",[],Imitate
beta_4.50,WS_k4_p0.1,ImitationStrategy,0.21794871794871792,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [4, 11, 1, 1]}]",[],Imitate
