payoff,network,strategy,strategy_short,mean_barC,std_barC,mean_smax,std_smax,mean_chi,std_chi,Pr_allC,Pr_allD,mean_t_absorb,std_t_absorb
T=1.75,Grid_20x20,ImitationStrategy,Imitate,0.099915675,0.016902282,,,,,0,1,8.4,0.894427191
T=1.75,Grid_20x20,TitForTatStrategy,TFT,0.490881685,0.257562197,0.0025,,0,,0.4,0.4,630.4,1324.647802
T=1.75,WS_k8_p0.05,ImitationStrategy,Imitate,0.196659722,0.073578939,,,,,0,1,4.6,3.577708764
T=1.75,WS_k8_p0.05,TitForTatStrategy,TFT,0.446990508,0.246693964,0.1125,0.005303301,8.066597214,1.924851773,0.2,0.4,1226.2,1619.25946
T=1.80,BA_m4,ImitationStrategy,Imitate,0.1113125,0.008760107,,,,,0,1,7.4,0.547722558
T=1.80,BA_m4,TitForTatStrategy,TFT,0.51675,0.031728832,0.4765,0.040295781,1.014814815,0.033126933,0,0,3000,0
T=1.80,ER_p0.02,ImitationStrategy,Imitate,0.123357143,0.086785935,0.0025,,0,,0,0.8,604.6,1339.071059
T=1.80,ER_p0.02,TitForTatStrategy,TFT,0.50675,0.118079025,0.48375,0.120425677,1.12969697,0.129159891,0,0,3000,0
T=1.80,Grid_20x20,ImitationStrategy,Imitate,0.105892857,0.007669807,,,,,0,1,7.6,0.547722558
T=1.80,Grid_20x20,TitForTatStrategy,TFT,0.650975709,0.139427298,0.0025,0,0,0,0.6,0,1223.2,1621.989118
T=1.80,WS_k8_p0.05,ImitationStrategy,Imitate,0.247,0.010990052,,,,,0,1,2,0
T=1.80,WS_k8_p0.05,TitForTatStrategy,TFT,0.401699158,0.23848367,0.12125,,16.45341615,,0.2,0.6,632.8,1323.308619
T=1.85,BA_m4,ImitationStrategy,Imitate,0.116785714,0.013367834,,,,,0,1,7,0
T=1.85,BA_m4,TitForTatStrategy,TFT,0.526,0.065140473,0.49425,0.074904105,1.04137931,0.092526951,0,0,3000,0
T=1.85,ER_p0.02,ImitationStrategy,Imitate,0.086830357,0.047916013,0.0025,,0,,0,0.8,605.8,1338.398558
T=1.85,ER_p0.02,TitForTatStrategy,TFT,0.55925,0.132584289,0.5355,0.141585884,1.033333333,0.074535599,0,0,3000,0
T=1.85,Grid_20x20,ImitationStrategy,Imitate,0.101285714,0.007564521,,,,,0,1,7.4,0.547722558
T=1.85,Grid_20x20,TitForTatStrategy,TFT,0.53435136,0.199488062,0.0025,0,0,0,0.4,0.2,1222.8,1622.354369
T=1.85,WS_k8_p0.05,ImitationStrategy,Imitate,0.1213125,0.013440043,,,,,0,1,8,0
T=1.85,WS_k8_p0.05,TitForTatStrategy,TFT,0.584957666,0.30449232,,,,,0.6,0.4,39.2,2.387467277
T=1.90,BA_m4,ImitationStrategy,Imitate,0.1103125,0.0118556,,,,,0,1,7.2,0.447213595
T=1.90,BA_m4,TitForTatStrategy,TFT,0.50925,0.024440617,0.47025,0.028427539,1.026666667,0.059628479,0,0,3000,0
T=1.90,ER_p0.02,ImitationStrategy,Imitate,0.119973214,0.012056117,,,,,0,1,7.4,0.547722558
T=1.90,ER_p0.02,TitForTatStrategy,TFT,0.492,0.108172316,0.46425,0.124199311,1.155279503,0.214533118,0,0,3000,0
T=1.90,Grid_20x20,ImitationStrategy,Imitate,0.099268669,0.018361747,,,,,0,1,8.2,1.643167673
T=1.90,Grid_20x20,TitForTatStrategy,TFT,0.459989869,0.228394886,0.0025,0,0,0,0.2,0.4,1222.8,1622.354369
T=1.90,WS_k8_p0.05,ImitationStrategy,Imitate,0.24375,0.004506939,,,,,0,1,2,0
T=1.90,WS_k8_p0.05,TitForTatStrategy,TFT,0.605413399,0.146748726,0.082916667,0.020779096,9.097494221,0.826960145,0.4,0,1814,1623.997537
T=1.95,BA_m4,ImitationStrategy,Imitate,0.116642857,0.007798482,,,,,0,1,7,0
T=1.95,BA_m4,TitForTatStrategy,TFT,0.51025,0.040652875,0.47125,0.044712624,1,0,0,0,3000,0
T=1.95,ER_p0.02,ImitationStrategy,Imitate,0.085714286,0.09432629,0.0025,0,0,0,0,0.6,1203.2,1640.247756
T=1.95,ER_p0.02,TitForTatStrategy,TFT,0.49425,0.055716918,0.46625,0.05877659,1,0,0,0,3000,0
