payoff,network,strategy,strategy_short,mean_barC,std_barC,mean_smax,std_smax,mean_chi,std_chi,Pr_allC,Pr_allD,mean_t_absorb,std_t_absorb
beta_3.50,ER_k4,ImitationStrategy,Imitate,0.04575201449275363,0.026382467535066078,0.0154725,0.0046751371255672435,0.4875,0.42573465914816,0.0,0.2,811.8,396.80776202085565
beta_3.50,Grid_10x10,ImitationStrategy,Imitate,0.1289898269750392,0.054287519554942106,0.043353333333333334,0.02570779129628474,1.16,0.7408103670980855,0.0,0.7,329.6,462.8748811023942
beta_3.50,WS_k4_p0.1,ImitationStrategy,Imitate,0.20229026644370124,0.054767883750356634,0.07558,0.05112340755466128,2.3206593406593403,0.3272428085290947,0.0,0.7,315.7,472.33793222884634
beta_4.00,ER_k4,ImitationStrategy,Imitate,0.08068471250971251,0.06939298908229603,0.016303333333333336,0.005249905395973024,0.45,0.41352146256270667,0.0,0.4,611.7,501.3546205586975
beta_4.00,Grid_10x10,ImitationStrategy,Imitate,0.11275436315409919,0.029940371848340266,0.054091428571428575,0.0220431390902562,1.83776850133993,0.7684135591352835,0.0,0.3,724.1,444.34157281682894
beta_4.00,WS_k4_p0.1,ImitationStrategy,Imitate,0.16773548897326931,0.06815389765850963,0.046644000000000005,0.01573020915309139,2.5930760807819633,0.9654045438463104,0.0,0.5,518.6,507.5567182317876
beta_4.50,ER_k4,ImitationStrategy,Imitate,0.06960049069884364,0.041781313749972133,0.020996666666666667,0.005597276718786264,0.7250000000000001,0.4401704215414753,0.0,0.4,623.3,486.5424613193248
beta_4.50,Grid_10x10,ImitationStrategy,Imitate,0.10908059446210386,0.045908533049355785,0.03829200000000001,0.010430039309609531,1.7938253968253968,0.5369252462686263,0.0,0.5,566.5,464.4883086676013
beta_4.50,WS_k4_p0.1,ImitationStrategy,Imitate,0.15698875307752358,0.06641716696635265,0.037215,0.00348510640679258,1.7925534188034187,0.5873415908717347,0.0,0.6,416.1,502.88444663428066
beta_5.00,ER_k4,ImitationStrategy,Imitate,0.0805163076923077,0.08564881145692696,0.018682857142857143,0.005981721363971288,0.5,0.38297084310253526,0.0,0.3,703.9,476.7662949496325
beta_5.00,Grid_10x10,ImitationStrategy,Imitate,0.10957303808812546,0.04554856153359661,0.047407500000000005,0.02766470249769035,1.6734424603174602,0.2861473441963301,0.0,0.2,811.6,397.7481615293778
beta_5.00,WS_k4_p0.1,ImitationStrategy,Imitate,0.1906954175824176,0.07148502406194739,0.049300000000000004,0.008328229103476928,2.575317617591275,0.9253792911757465,0.0,0.5,508.7,517.9431650502033
