payoff,network,strategy,barC,chi_bar,smax_bar,absorbed,absorb_state,t_absorb,n_steps_executed,cluster_samples_json,cluster_sizes_window_json,strategy_short
beta_2.00,ER_k4,ImitationStrategy,0.05658000000000001,0.4,0.019960000000000006,False,,1000,1000,"[{""t"": 1, ""sizes"": [43, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 101, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 151, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 201, ""sizes"": [1, 1, 1, 1]}, {""t"": 251, ""sizes"": [1, 1, 1, 1]}, {""t"": 301, ""sizes"": [1, 1, 1, 1]}, {""t"": 351, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 401, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 451, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 501, ""sizes"": [1, 1, 1, 1]}, {""t"": 551, ""sizes"": [1, 1, 1, 1]}, {""t"": 601, ""sizes"": [1, 1, 1, 1]}, {""t"": 651, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 701, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 751, ""sizes"": [1, 3, 1, 1, 1]}, {""t"": 801, ""sizes"": [1, 1, 1, 1]}, {""t"": 851, ""sizes"": [1, 1, 1, 1]}, {""t"": 901, ""sizes"": [1, 1, 1, 1]}, {""t"": 951, ""sizes"": [1, 3, 1, 1, 1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",Imitate
beta_2.00,ER_k4,ImitationStrategy,0.11384615384615386,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [24, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]}]",[],Imitate
beta_2.00,ER_k4,ImitationStrategy,0.05517073170731709,,,True,allD,205,205,"[{""t"": 1, ""sizes"": [36, 1, 3, 4, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [4]}, {""t"": 101, ""sizes"": [4]}, {""t"": 151, ""sizes"": [4]}, {""t"": 201, ""sizes"": [4, 1]}]",[],Imitate
beta_2.00,ER_k4,ImitationStrategy,0.06644,1.0,0.019760000000000003,False,,1000,1000,"[{""t"": 1, ""sizes"": [33, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1]}, {""t"": 51, ""sizes"": [2, 1, 2]}, {""t"": 101, ""sizes"": [2, 1, 1, 2]}, {""t"": 151, ""sizes"": [1, 1, 2]}, {""t"": 201, ""sizes"": [2, 1]}, {""t"": 251, ""sizes"": [2, 1, 1, 2]}, {""t"": 301, ""sizes"": [1, 1, 2, 2]}, {""t"": 351, ""sizes"": [2, 1, 2]}, {""t"": 401, ""sizes"": [2, 1, 2, 2]}, {""t"": 451, ""sizes"": [1, 1, 2]}, {""t"": 501, ""sizes"": [1, 2, 2]}, {""t"": 551, ""sizes"": [2, 1, 2, 2]}, {""t"": 601, ""sizes"": [1, 1, 2, 2]}, {""t"": 651, ""sizes"": [1, 1, 2]}, {""t"": 701, ""sizes"": [2, 1, 1, 2]}, {""t"": 751, ""sizes"": [1, 2]}, {""t"": 801, ""sizes"": [2, 1, 1]}, {""t"": 851, ""sizes"": [2, 1, 2, 2]}, {""t"": 901, ""sizes"": [1, 1, 2, 2]}, {""t"": 951, ""sizes"": [2, 1, 2]}]","[1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2]",Imitate
beta_2.00,ER_k4,ImitationStrategy,0.01,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 44, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_2.00,ER_k4,ImitationStrategy,0.017480000000000002,0.1,0.0125,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 45, 3, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1, 1]}, {""t"": 151, ""sizes"": [1, 2]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1, 1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1, 1]}, {""t"": 451, ""sizes"": [1, 2]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1, 1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1, 1]}, {""t"": 751, ""sizes"": [1, 2]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1, 1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",Imitate
beta_2.00,ER_k4,ImitationStrategy,0.027480000000000008,0.8,0.01832,False,,1000,1000,"[{""t"": 1, ""sizes"": [18, 5, 2, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [2, 1]}, {""t"": 151, ""sizes"": [2, 1]}, {""t"": 201, ""sizes"": [2, 1]}, {""t"": 251, ""sizes"": [2, 1]}, {""t"": 301, ""sizes"": [2, 1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [2, 1]}, {""t"": 451, ""sizes"": [2, 1]}, {""t"": 501, ""sizes"": [2, 1]}, {""t"": 551, ""sizes"": [2, 1]}, {""t"": 601, ""sizes"": [2, 1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [2, 1]}, {""t"": 751, ""sizes"": [2, 1]}, {""t"": 801, ""sizes"": [2, 1]}, {""t"": 851, ""sizes"": [2, 1]}, {""t"": 901, ""sizes"": [2, 1]}, {""t"": 951, ""sizes"": [1]}]","[2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1]",Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.17541666666666667,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [1, 9, 1, 7, 2, 6, 3, 7, 9, 1, 1, 6]}]",[],Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.14076923076923079,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [7, 1, 3, 1, 3, 1, 1, 6, 2, 4, 6, 3, 1, 1]}]",[],Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.21000000000000002,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [4, 3, 4, 9, 5, 5, 1, 1, 1, 2, 2, 1, 2, 1, 4, 3]}]",[],Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.08098000000000001,2.1,0.03694,False,,1000,1000,"[{""t"": 1, ""sizes"": [9, 4, 1, 1, 2, 4, 1, 6, 1, 8, 3, 1, 5, 1]}, {""t"": 51, ""sizes"": [4, 2]}, {""t"": 101, ""sizes"": [2, 4]}, {""t"": 151, ""sizes"": [3]}, {""t"": 201, ""sizes"": [3, 4, 2, 2]}, {""t"": 251, ""sizes"": [3, 2, 2]}, {""t"": 301, ""sizes"": [3, 4, 4]}, {""t"": 351, ""sizes"": [4, 4]}, {""t"": 401, ""sizes"": [2, 4, 2]}, {""t"": 451, ""sizes"": [3, 2]}, {""t"": 501, ""sizes"": [3, 4, 2]}, {""t"": 551, ""sizes"": [3, 2, 2]}, {""t"": 601, ""sizes"": [3, 4, 4, 2]}, {""t"": 651, ""sizes"": [4, 4]}, {""t"": 701, ""sizes"": [2, 4]}, {""t"": 751, ""sizes"": [3, 4, 2]}, {""t"": 801, ""sizes"": [3, 4, 2]}, {""t"": 851, ""sizes"": [3, 2]}, {""t"": 901, ""sizes"": [3, 4, 2]}, {""t"": 951, ""sizes"": [4, 4, 2]}]","[3, 4, 2, 3, 2, 2, 3, 4, 4, 2, 4, 4, 2, 4, 3, 4, 2, 3, 4, 2, 3, 2, 3, 4, 2, 4, 4, 2]",Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.0927450980392157,,,True,allD,51,51,"[{""t"": 1, ""sizes"": [3, 12, 1, 1, 1, 14, 1, 1, 2, 1, 1, 4, 1]}]",[],Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.10509803921568629,,,True,allD,51,51,"[{""t"": 1, ""sizes"": [29, 3, 3, 4, 1, 1, 2, 8, 1]}]",[],Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.06636,1.6,0.028200000000000006,False,,1000,1000,"[{""t"": 1, ""sizes"": [13, 11, 1, 7, 2, 6, 1, 5, 4, 1]}, {""t"": 51, ""sizes"": [2, 2, 2, 3]}, {""t"": 101, ""sizes"": [2]}, {""t"": 151, ""sizes"": [2, 3, 2]}, {""t"": 201, ""sizes"": [2, 2, 3, 2]}, {""t"": 251, ""sizes"": [2, 2, 2, 3]}, {""t"": 301, ""sizes"": [2, 2, 3, 2]}, {""t"": 351, ""sizes"": [3]}, {""t"": 401, ""sizes"": [2, 3]}, {""t"": 451, ""sizes"": [2, 2, 2, 2]}, {""t"": 501, ""sizes"": [3, 2]}, {""t"": 551, ""sizes"": [2, 2, 3]}, {""t"": 601, ""sizes"": [2, 2, 2, 3]}, {""t"": 651, ""sizes"": [2]}, {""t"": 701, ""sizes"": [2, 3, 2]}, {""t"": 751, ""sizes"": [2, 2, 3, 2]}, {""t"": 801, ""sizes"": [2, 2, 2, 3]}, {""t"": 851, ""sizes"": [2, 2, 3, 2]}, {""t"": 901, ""sizes"": [3]}, {""t"": 951, ""sizes"": [2, 3]}]","[3, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3]",Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.20384615384615387,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [6, 27, 5, 3, 3, 2, 2]}]",[],Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.17384615384615382,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 1, 4, 3, 13, 7, 4, 1, 3, 2, 1, 3, 4]}]",[],Imitate
beta_2.00,WS_k4_p0.1,ImitationStrategy,0.225,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [6, 3, 2, 6, 2, 2, 1, 9, 3, 1, 5, 5]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.16538461538461538,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 1, 1, 10, 1, 14, 1, 1, 1, 1, 1, 7, 5, 1]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.12014492753623188,,,True,allD,69,69,"[{""t"": 1, ""sizes"": [3, 1, 8, 30, 1, 1, 1, 2, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [3, 4]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.13589041095890414,,,True,allD,73,73,"[{""t"": 1, ""sizes"": [44, 1, 1, 1, 1, 4, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 4, 1, 2]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.25230769230769234,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [2, 14, 5, 27, 1, 1, 4, 2]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.18692307692307694,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [13, 1, 1, 1, 2, 1, 1, 10, 5, 6, 4, 1]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.27538461538461545,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 45, 5, 1, 1, 2]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.1436842105263158,,,True,allD,57,57,"[{""t"": 1, ""sizes"": [1, 2, 4, 9, 1, 1, 2, 8, 2, 20, 4, 2]}, {""t"": 51, ""sizes"": [2, 2, 1, 2, 2]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.07855555555555557,,,True,allD,90,90,"[{""t"": 1, ""sizes"": [23, 2, 2, 1, 1, 1, 1, 17, 1, 4, 1]}, {""t"": 51, ""sizes"": [2, 2, 2]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.17153846153846153,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [16, 2, 2, 1, 3, 1, 1, 3, 1, 6, 1, 2, 5, 1]}]",[],Imitate
beta_2.50,Grid_10x10,ImitationStrategy,0.10631578947368424,,,True,allD,57,57,"[{""t"": 1, ""sizes"": [13, 1, 22, 3, 1, 1, 1, 1, 1, 5, 3, 1, 1]}, {""t"": 51, ""sizes"": [2, 2]}]",[],Imitate
beta_2.50,ER_k4,ImitationStrategy,0.11314285714285714,,,True,allD,35,35,"[{""t"": 1, ""sizes"": [43, 4, 1, 1]}]",[],Imitate
beta_2.50,ER_k4,ImitationStrategy,0.04748,0.8,0.01832,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 2, 43, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 1, 1]}, {""t"": 101, ""sizes"": [1, 2, 1, 1]}, {""t"": 151, ""sizes"": [1, 2, 1, 1]}, {""t"": 201, ""sizes"": [1, 2, 1, 1]}, {""t"": 251, ""sizes"": [1, 2, 1, 1]}, {""t"": 301, ""sizes"": [1, 2, 1, 1]}, {""t"": 351, ""sizes"": [1, 1, 1]}, {""t"": 401, ""sizes"": [1, 2, 1, 1]}, {""t"": 451, ""sizes"": [1, 2, 1, 1]}, {""t"": 501, ""sizes"": [1, 2, 1, 1]}, {""t"": 551, ""sizes"": [1, 2, 1, 1]}, {""t"": 601, ""sizes"": [1, 2, 1, 1]}, {""t"": 651, ""sizes"": [1, 1, 1]}, {""t"": 701, ""sizes"": [1, 2, 1, 1]}, {""t"": 751, ""sizes"": [1, 2, 1, 1]}, {""t"": 801, ""sizes"": [1, 2, 1, 1]}, {""t"": 851, ""sizes"": [1, 2, 1, 1]}, {""t"": 901, ""sizes"": [1, 2, 1, 1]}, {""t"": 951, ""sizes"": [1, 1, 1]}]","[1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1]",Imitate
beta_2.50,ER_k4,ImitationStrategy,0.07892473118279572,,,True,allD,93,93,"[{""t"": 1, ""sizes"": [24, 11, 1, 2, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [5, 2]}]",[],Imitate
beta_2.50,ER_k4,ImitationStrategy,0.12236842105263154,,,True,allD,38,38,"[{""t"": 1, ""sizes"": [45, 1, 4, 1, 1, 1, 1, 1]}]",[],Imitate
beta_2.50,ER_k4,ImitationStrategy,0.027540000000000005,0.9,0.018359999999999998,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 44, 2, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [2, 1]}, {""t"": 101, ""sizes"": [1, 1]}, {""t"": 151, ""sizes"": [2, 1]}, {""t"": 201, ""sizes"": [2, 1]}, {""t"": 251, ""sizes"": [2, 1]}, {""t"": 301, ""sizes"": [2, 1]}, {""t"": 351, ""sizes"": [2, 1]}, {""t"": 401, ""sizes"": [1, 1]}, {""t"": 451, ""sizes"": [2, 1]}, {""t"": 501, ""sizes"": [2, 1]}, {""t"": 551, ""sizes"": [2, 1]}, {""t"": 601, ""sizes"": [2, 1]}, {""t"": 651, ""sizes"": [2, 1]}, {""t"": 701, ""sizes"": [1, 1]}, {""t"": 751, ""sizes"": [2, 1]}, {""t"": 801, ""sizes"": [2, 1]}, {""t"": 851, ""sizes"": [2, 1]}, {""t"": 901, ""sizes"": [2, 1]}, {""t"": 951, ""sizes"": [2, 1]}]","[2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]",Imitate
beta_2.50,ER_k4,ImitationStrategy,0.027520000000000006,0.9,0.018340000000000002,False,,1000,1000,"[{""t"": 1, ""sizes"": [2, 48, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [2, 1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [2, 1]}, {""t"": 201, ""sizes"": [2, 1]}, {""t"": 251, ""sizes"": [2, 1]}, {""t"": 301, ""sizes"": [2, 1]}, {""t"": 351, ""sizes"": [2, 1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [2, 1]}, {""t"": 501, ""sizes"": [2, 1]}, {""t"": 551, ""sizes"": [2, 1]}, {""t"": 601, ""sizes"": [2, 1]}, {""t"": 651, ""sizes"": [2, 1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [2, 1]}, {""t"": 801, ""sizes"": [2, 1]}, {""t"": 851, ""sizes"": [2, 1]}, {""t"": 901, ""sizes"": [2, 1]}, {""t"": 951, ""sizes"": [2, 1]}]","[2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]",Imitate
beta_2.50,ER_k4,ImitationStrategy,0.01,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [51, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_2.50,ER_k4,ImitationStrategy,0.02914,0.6,0.021860000000000004,False,,1000,1000,"[{""t"": 1, ""sizes"": [50, 1, 1, 1, 1, 2, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1, 1]}, {""t"": 151, ""sizes"": [3, 1]}, {""t"": 201, ""sizes"": [3, 1]}, {""t"": 251, ""sizes"": [3, 1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [3, 1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [3, 1]}, {""t"": 501, ""sizes"": [3, 1]}, {""t"": 551, ""sizes"": [2, 1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1, 1]}, {""t"": 701, ""sizes"": [3, 1]}, {""t"": 751, ""sizes"": [3, 1]}, {""t"": 801, ""sizes"": [3, 1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [3, 1]}, {""t"": 951, ""sizes"": [1]}]","[3, 1, 2, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 1, 3, 1, 1]",Imitate
beta_2.50,ER_k4,ImitationStrategy,0.18153846153846154,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [44, 1, 1, 1, 1, 1, 1]}]",[],Imitate
beta_2.50,ER_k4,ImitationStrategy,0.13032258064516125,,,True,allD,31,31,"[{""t"": 1, ""sizes"": [3, 43, 1, 1, 1, 1, 1, 1, 1]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.1433582089552239,,,True,allD,134,134,"[{""t"": 1, ""sizes"": [9, 22, 5, 3, 2, 1, 1, 1, 7]}, {""t"": 51, ""sizes"": [2, 7, 3, 1]}, {""t"": 101, ""sizes"": [3]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.13657142857142857,,,True,allD,35,35,"[{""t"": 1, ""sizes"": [2, 15, 4, 1, 7, 2, 6, 3, 8]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.2376923076923077,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [10, 9, 6, 1, 3, 1, 1, 12, 3, 2]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.19461538461538463,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 7, 4, 1, 4, 2, 3, 1, 6, 2, 2, 8, 1]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.16171428571428573,,,True,allD,35,35,"[{""t"": 1, ""sizes"": [4, 1, 8, 2, 1, 1, 20, 5, 2, 3, 2, 2]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.23,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [16, 4, 3, 1, 1, 5, 1, 3, 1, 1, 7, 3]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.1127906976744186,,,True,allD,43,43,"[{""t"": 1, ""sizes"": [34, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.08750000000000001,2.222857142857143,0.04192,False,,1000,1000,"[{""t"": 1, ""sizes"": [14, 1, 21, 1, 2, 2, 2, 5, 1, 1, 7, 1, 1]}, {""t"": 51, ""sizes"": [5, 2, 3, 2]}, {""t"": 101, ""sizes"": [5, 3, 2]}, {""t"": 151, ""sizes"": [4, 2, 3, 2]}, {""t"": 201, ""sizes"": [4, 2, 3, 1]}, {""t"": 251, ""sizes"": [5, 3]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [4, 2, 3, 2]}, {""t"": 401, ""sizes"": [3, 2, 2]}, {""t"": 451, ""sizes"": [4, 2, 3, 2]}, {""t"": 501, ""sizes"": [5, 3, 1]}, {""t"": 551, ""sizes"": [5, 3]}, {""t"": 601, ""sizes"": [5, 2, 3]}, {""t"": 651, ""sizes"": [5, 3, 2]}, {""t"": 701, ""sizes"": [4, 2, 3, 2]}, {""t"": 751, ""sizes"": [2, 2, 3, 2]}, {""t"": 801, ""sizes"": [5, 3, 1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [5, 2, 3]}, {""t"": 951, ""sizes"": [5, 2, 2]}]","[5, 3, 1, 5, 3, 5, 2, 3, 5, 3, 2, 4, 2, 3, 2, 2, 2, 3, 2, 5, 3, 1, 1, 5, 2, 3, 5, 2, 2]",Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.12371428571428572,,,True,allD,35,35,"[{""t"": 1, ""sizes"": [6, 11, 1, 10, 2, 5, 3, 2, 1, 3]}]",[],Imitate
beta_2.50,WS_k4_p0.1,ImitationStrategy,0.12140000000000001,,,True,allD,50,50,"[{""t"": 1, ""sizes"": [5, 26, 4, 4, 2, 3, 1, 1, 2, 1, 2]}]",[],Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.13121212121212122,,,True,allD,33,33,"[{""t"": 1, ""sizes"": [21, 1, 3, 1, 2, 1, 1, 1, 2, 5, 1, 3, 1, 1, 1]}]",[],Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.148125,,,True,allD,32,32,"[{""t"": 1, ""sizes"": [16, 2, 16, 3, 1, 9, 2, 2]}]",[],Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.07629999999999999,1.6600000000000001,0.04,False,,1000,1000,"[{""t"": 1, ""sizes"": [10, 1, 2, 1, 1, 21, 6, 1, 1]}, {""t"": 51, ""sizes"": [4, 2, 3]}, {""t"": 101, ""sizes"": [2, 2, 4]}, {""t"": 151, ""sizes"": [4, 4]}, {""t"": 201, ""sizes"": [4, 2, 3]}, {""t"": 251, ""sizes"": [4, 1, 1]}, {""t"": 301, ""sizes"": [2, 4]}, {""t"": 351, ""sizes"": [4, 2]}, {""t"": 401, ""sizes"": [4, 2]}, {""t"": 451, ""sizes"": [4, 2, 4]}, {""t"": 501, ""sizes"": [4, 4]}, {""t"": 551, ""sizes"": [4, 2, 4]}, {""t"": 601, ""sizes"": [4, 3]}, {""t"": 651, ""sizes"": [2, 2, 4]}, {""t"": 701, ""sizes"": [4, 4]}, {""t"": 751, ""sizes"": [4, 2, 3]}, {""t"": 801, ""sizes"": [4, 1, 1]}, {""t"": 851, ""sizes"": [2, 4]}, {""t"": 901, ""sizes"": [4, 2]}, {""t"": 951, ""sizes"": [4, 2]}]","[4, 4, 4, 2, 4, 4, 3, 2, 2, 4, 4, 4, 4, 2, 3, 4, 1, 1, 2, 4, 4, 2, 4, 2]",Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.11100000000000002,2.145714285714286,0.04,False,,1000,1000,"[{""t"": 1, ""sizes"": [3, 1, 27, 8, 6, 1, 2, 2]}, {""t"": 51, ""sizes"": [4, 3, 2, 2]}, {""t"": 101, ""sizes"": [4, 2]}, {""t"": 151, ""sizes"": [4, 4, 2, 2, 1]}, {""t"": 201, ""sizes"": [4, 3, 4, 2]}, {""t"": 251, ""sizes"": [4, 4, 2, 2]}, {""t"": 301, ""sizes"": [4, 4, 1]}, {""t"": 351, ""sizes"": [4, 3, 4, 2]}, {""t"": 401, ""sizes"": [4, 4, 2]}, {""t"": 451, ""sizes"": [4, 3, 2, 2]}, {""t"": 501, ""sizes"": [4, 3, 2, 2]}, {""t"": 551, ""sizes"": [4, 3, 4, 2]}, {""t"": 601, ""sizes"": [4, 3, 2, 2]}, {""t"": 651, ""sizes"": [4, 2]}, {""t"": 701, ""sizes"": [4, 4, 2, 2, 1]}, {""t"": 751, ""sizes"": [4, 3, 4, 2]}, {""t"": 801, ""sizes"": [4, 4, 2, 2]}, {""t"": 851, ""sizes"": [4, 4, 1]}, {""t"": 901, ""sizes"": [4, 3, 4, 2]}, {""t"": 951, ""sizes"": [4, 4, 2]}]","[4, 3, 2, 2, 4, 3, 4, 2, 4, 3, 2, 2, 4, 2, 4, 4, 2, 2, 1, 4, 3, 4, 2, 4, 4, 2, 2, 4, 4, 1, 4, 3, 4, 2, 4, 4, 2]",Imitate
