payoff,network,strategy,barC,chi_bar,smax_bar,absorbed,absorb_state,t_absorb,n_steps_executed,cluster_samples_json,cluster_sizes_window_json,strategy_short
beta_1.00,ER_k4,ImitationStrategy,0.01,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [41, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_1.00,ER_k4,ImitationStrategy,0.0693103448275862,,,True,allD,29,29,"[{""t"": 1, ""sizes"": [1, 33, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2]}]",[],Imitate
beta_1.00,ER_k4,ImitationStrategy,0.09153846153846155,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [31, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1]}]",[],Imitate
beta_1.00,ER_k4,ImitationStrategy,0.02,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [46, 1, 1, 1, 1, 2, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 1]}, {""t"": 101, ""sizes"": [1, 1]}, {""t"": 151, ""sizes"": [1, 1]}, {""t"": 201, ""sizes"": [1, 1]}, {""t"": 251, ""sizes"": [1, 1]}, {""t"": 301, ""sizes"": [1, 1]}, {""t"": 351, ""sizes"": [1, 1]}, {""t"": 401, ""sizes"": [1, 1]}, {""t"": 451, ""sizes"": [1, 1]}, {""t"": 501, ""sizes"": [1, 1]}, {""t"": 551, ""sizes"": [1, 1]}, {""t"": 601, ""sizes"": [1, 1]}, {""t"": 651, ""sizes"": [1, 1]}, {""t"": 701, ""sizes"": [1, 1]}, {""t"": 751, ""sizes"": [1, 1]}, {""t"": 801, ""sizes"": [1, 1]}, {""t"": 851, ""sizes"": [1, 1]}, {""t"": 901, ""sizes"": [1, 1]}, {""t"": 951, ""sizes"": [1, 1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_1.00,ER_k4,ImitationStrategy,0.14000000000000004,,,True,allD,14,14,"[{""t"": 1, ""sizes"": [1, 41, 1, 1, 1, 3, 1, 1, 1, 1]}]",[],Imitate
beta_1.00,ER_k4,ImitationStrategy,0.02,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [50, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 1]}, {""t"": 101, ""sizes"": [1, 1]}, {""t"": 151, ""sizes"": [1, 1]}, {""t"": 201, ""sizes"": [1, 1]}, {""t"": 251, ""sizes"": [1, 1]}, {""t"": 301, ""sizes"": [1, 1]}, {""t"": 351, ""sizes"": [1, 1]}, {""t"": 401, ""sizes"": [1, 1]}, {""t"": 451, ""sizes"": [1, 1]}, {""t"": 501, ""sizes"": [1, 1]}, {""t"": 551, ""sizes"": [1, 1]}, {""t"": 601, ""sizes"": [1, 1]}, {""t"": 651, ""sizes"": [1, 1]}, {""t"": 701, ""sizes"": [1, 1]}, {""t"": 751, ""sizes"": [1, 1]}, {""t"": 801, ""sizes"": [1, 1]}, {""t"": 851, ""sizes"": [1, 1]}, {""t"": 901, ""sizes"": [1, 1]}, {""t"": 951, ""sizes"": [1, 1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_1.00,ER_k4,ImitationStrategy,0.15000000000000002,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [35, 1, 1, 7, 1, 1, 1, 2, 1, 1, 1, 1, 1]}]",[],Imitate
beta_1.00,ER_k4,ImitationStrategy,0.07055555555555557,,,True,allD,18,18,"[{""t"": 1, ""sizes"": [1, 1, 27, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.16461538461538464,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [9, 3, 5, 12, 7, 1, 1, 8, 4, 2]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.13923076923076924,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [40, 4, 2, 2, 2, 1]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.185,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 1, 10, 1, 1, 2, 1, 2, 2, 1, 2, 10, 2, 1]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.235,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 6, 1, 6, 3, 1, 2, 1, 1, 24, 1]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.15538461538461543,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [3, 17, 2, 1, 1, 1, 4, 2, 4, 7, 5, 1]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.16538461538461538,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 7, 3, 10, 2, 1, 4, 1, 2, 9, 2, 1, 2, 2, 3]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.0996551724137931,,,True,allD,29,29,"[{""t"": 1, ""sizes"": [18, 17, 1, 8, 2, 4, 1, 1, 2]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.1746153846153846,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [20, 12, 9, 1, 3, 6, 1]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.11249999999999999,,,True,allD,36,36,"[{""t"": 1, ""sizes"": [61, 2]}]",[],Imitate
beta_1.00,WS_k4_p0.1,ImitationStrategy,0.1623076923076923,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [10, 16, 1, 1, 6, 2, 1, 2, 2, 8]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.17538461538461536,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 2, 10, 1, 23, 1, 1, 1, 3, 1, 3, 1, 1]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.21692307692307694,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [2, 17, 3, 1, 1, 1, 7, 7, 1, 1, 1, 5, 2, 1]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.16,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 1, 21, 3, 5, 1, 2, 11, 1, 1]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.1407692307692308,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 10, 1, 1, 3, 15, 1, 1, 4, 1, 1, 2, 1, 1, 1]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.10416666666666669,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [2, 2, 1, 1, 1, 1, 2, 11, 11, 1, 1, 1, 3, 2, 1]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.1476190476190476,,,True,allD,21,21,"[{""t"": 1, ""sizes"": [2, 10, 1, 5, 14, 1, 1, 9, 10]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.12642857142857142,,,True,allD,28,28,"[{""t"": 1, ""sizes"": [34, 2, 9, 6, 2, 1]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.20461538461538462,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [2, 3, 23, 1, 1, 2, 2, 7, 8, 2]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.14619047619047618,,,True,allD,21,21,"[{""t"": 1, ""sizes"": [16, 5, 1, 1, 9, 1, 1, 14, 5]}]",[],Imitate
beta_1.50,Grid_10x10,ImitationStrategy,0.07398,1.8399999999999999,0.03542,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 1, 8, 4, 1, 2, 1, 10, 1, 1, 4, 1, 2, 2, 1]}, {""t"": 51, ""sizes"": [3, 4]}, {""t"": 101, ""sizes"": [1, 4]}, {""t"": 151, ""sizes"": [2, 3, 4, 2, 2]}, {""t"": 201, ""sizes"": [4, 2]}, {""t"": 251, ""sizes"": [2, 1]}, {""t"": 301, ""sizes"": [2, 4, 2]}, {""t"": 351, ""sizes"": [2, 3, 4]}, {""t"": 401, ""sizes"": [1, 4]}, {""t"": 451, ""sizes"": [3, 4, 2, 2]}, {""t"": 501, ""sizes"": [2, 4, 2, 2]}, {""t"": 551, ""sizes"": [2, 1, 2, 2]}, {""t"": 601, ""sizes"": [4]}, {""t"": 651, ""sizes"": [3, 4]}, {""t"": 701, ""sizes"": [2, 1, 4, 2]}, {""t"": 751, ""sizes"": [3, 4, 2]}, {""t"": 801, ""sizes"": [4, 2]}, {""t"": 851, ""sizes"": [2, 1, 2, 2]}, {""t"": 901, ""sizes"": [2, 4]}, {""t"": 951, ""sizes"": [3, 4]}]","[2, 4, 2, 2, 2, 1, 2, 2, 4, 3, 4, 2, 1, 4, 2, 3, 4, 2, 4, 2, 2, 1, 2, 2, 2, 4, 3, 4]",Imitate
beta_1.50,ER_k4,ImitationStrategy,0.01,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [3, 41, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_1.50,ER_k4,ImitationStrategy,0.01,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 32, 4, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_1.50,ER_k4,ImitationStrategy,0.09888888888888887,,,True,allD,27,27,"[{""t"": 1, ""sizes"": [33, 3, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1]}]",[],Imitate
beta_1.50,ER_k4,ImitationStrategy,0.1692307692307692,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [42, 1, 1, 1, 1, 1]}]",[],Imitate
beta_1.50,ER_k4,ImitationStrategy,0.022720000000000008,0.6,0.01636,False,,1000,1000,"[{""t"": 1, ""sizes"": [31, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [2, 1]}, {""t"": 201, ""sizes"": [2, 1]}, {""t"": 251, ""sizes"": [2, 1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [2, 1]}, {""t"": 451, ""sizes"": [2, 1]}, {""t"": 501, ""sizes"": [2, 1]}, {""t"": 551, ""sizes"": [2, 1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [2, 1]}, {""t"": 751, ""sizes"": [2, 1]}, {""t"": 801, ""sizes"": [2, 1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [2, 1]}]","[2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1]",Imitate
beta_1.50,ER_k4,ImitationStrategy,0.1026923076923077,,,True,allD,26,26,"[{""t"": 1, ""sizes"": [1, 48, 1, 1, 1, 1, 2]}]",[],Imitate
beta_1.50,ER_k4,ImitationStrategy,0.16,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [36, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]}]",[],Imitate
beta_1.50,ER_k4,ImitationStrategy,0.11266666666666665,,,True,allD,30,30,"[{""t"": 1, ""sizes"": [44, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}]",[],Imitate
beta_1.50,ER_k4,ImitationStrategy,0.13958333333333334,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [55, 1, 1, 1, 1]}]",[],Imitate
beta_1.50,ER_k4,ImitationStrategy,0.01,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [38, 1, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.20461538461538462,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [40, 2, 1, 1, 2, 1, 3, 1, 1]}]",[],Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.14875000000000002,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [1, 24, 6, 4, 3, 1, 1, 8, 1, 1, 3]}]",[],Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.1769230769230769,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [3, 12, 3, 1, 1, 1, 11, 1, 2, 1, 7, 2]}]",[],Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.13749999999999998,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [6, 13, 1, 22, 3, 1, 1, 2]}]",[],Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.23307692307692307,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [43, 5, 2, 2]}]",[],Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.21692307692307694,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [8, 1, 2, 11, 2, 6, 3, 4, 1, 8]}]",[],Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.03908,1.0,0.026360000000000005,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 10, 14, 20, 1, 2, 1, 6]}, {""t"": 51, ""sizes"": [3, 2]}, {""t"": 101, ""sizes"": [2]}, {""t"": 151, ""sizes"": [2]}, {""t"": 201, ""sizes"": [3]}, {""t"": 251, ""sizes"": [3, 2]}, {""t"": 301, ""sizes"": [2, 3]}, {""t"": 351, ""sizes"": [2, 3]}, {""t"": 401, ""sizes"": [2]}, {""t"": 451, ""sizes"": [3, 2]}, {""t"": 501, ""sizes"": [2]}, {""t"": 551, ""sizes"": [2, 3, 2]}, {""t"": 601, ""sizes"": [3, 2]}, {""t"": 651, ""sizes"": [2]}, {""t"": 701, ""sizes"": [2]}, {""t"": 751, ""sizes"": [3]}, {""t"": 801, ""sizes"": [3, 2]}, {""t"": 851, ""sizes"": [2, 3]}, {""t"": 901, ""sizes"": [2, 3]}, {""t"": 951, ""sizes"": [2]}]","[2, 2, 3, 2, 3, 2, 2, 2, 3, 3, 2, 2, 3, 2, 3, 2]",Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.2376923076923077,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [29, 1, 2, 1, 2, 1, 3, 1, 3, 3, 5, 1]}]",[],Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.23,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 12, 14, 1, 6, 2, 1, 2, 7]}]",[],Imitate
beta_1.50,WS_k4_p0.1,ImitationStrategy,0.0762,2.1619047619047618,0.03604000000000001,False,,1000,1000,"[{""t"": 1, ""sizes"": [5, 25, 6, 6, 3, 3, 2, 4, 1]}, {""t"": 51, ""sizes"": [2, 4]}, {""t"": 101, ""sizes"": [4]}, {""t"": 151, ""sizes"": [4, 2]}, {""t"": 201, ""sizes"": [2, 4]}, {""t"": 251, ""sizes"": [4, 2, 2]}, {""t"": 301, ""sizes"": [4]}, {""t"": 351, ""sizes"": [2, 2, 4, 2]}, {""t"": 401, ""sizes"": [2, 4, 2, 2]}, {""t"": 451, ""sizes"": [4, 2, 1]}, {""t"": 501, ""sizes"": [2, 3, 4, 2, 2]}, {""t"": 551, ""sizes"": [2, 3, 4, 2]}, {""t"": 601, ""sizes"": [2, 4, 2]}, {""t"": 651, ""sizes"": [4, 2]}, {""t"": 701, ""sizes"": [4, 2, 2]}, {""t"": 751, ""sizes"": [2, 4, 2]}, {""t"": 801, ""sizes"": [2, 4, 2, 2]}, {""t"": 851, ""sizes"": [4, 2]}, {""t"": 901, ""sizes"": [2, 3, 4, 2]}, {""t"": 951, ""sizes"": [3, 4, 2, 2]}]","[2, 3, 4, 2, 2, 2, 3, 4, 2, 2, 4, 2, 4, 2, 4, 2, 2, 2, 4, 2, 2, 4, 2, 2, 4, 2, 2, 3, 4, 2, 3, 4, 2, 2]",Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.23461538461538461,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [2, 28, 3, 3, 3, 1, 6]}]",[],Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.0709,1.5,0.033679999999999995,False,,1000,1000,"[{""t"": 1, ""sizes"": [4, 4, 2, 1, 1, 1, 18, 11, 1, 1, 2]}, {""t"": 51, ""sizes"": [3, 1, 1]}, {""t"": 101, ""sizes"": [2, 2]}, {""t"": 151, ""sizes"": [4, 2]}, {""t"": 201, ""sizes"": [4, 2, 2, 2]}, {""t"": 251, ""sizes"": [4, 2, 2]}, {""t"": 301, ""sizes"": [4, 2, 2]}, {""t"": 351, ""sizes"": [4, 2]}, {""t"": 401, ""sizes"": [4, 2, 2, 2]}, {""t"": 451, ""sizes"": [2, 1, 2]}, {""t"": 501, ""sizes"": [4, 2, 2, 2]}, {""t"": 551, ""sizes"": [2, 2, 2]}, {""t"": 601, ""sizes"": [3, 1, 1]}, {""t"": 651, ""sizes"": [2, 2]}, {""t"": 701, ""sizes"": [4, 2]}, {""t"": 751, ""sizes"": [4, 2, 2, 2]}, {""t"": 801, ""sizes"": [4, 2, 2]}, {""t"": 851, ""sizes"": [4, 2, 2]}, {""t"": 901, ""sizes"": [4, 2]}, {""t"": 951, ""sizes"": [4, 2, 2, 2]}]","[4, 2, 2, 2, 2, 2, 2, 3, 1, 1, 2, 2, 4, 2, 4, 2, 2, 2, 4, 2, 2, 4, 2, 2, 4, 2, 4, 2, 2, 2]",Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.096875,,,True,allD,32,32,"[{""t"": 1, ""sizes"": [13, 14, 1, 8, 5, 1, 3, 1, 1, 2]}]",[],Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.22,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [5, 6, 4, 5, 1, 1, 1, 1, 2, 4, 6, 1, 4, 1, 2]}]",[],Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.18692307692307694,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [2, 3, 1, 1, 16, 5, 8, 1, 4, 2, 3, 2]}]",[],Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.11379310344827584,,,True,allD,29,29,"[{""t"": 1, ""sizes"": [1, 6, 5, 1, 3, 1, 4, 19, 9]}]",[],Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.11032258064516128,,,True,allD,31,31,"[{""t"": 1, ""sizes"": [4, 6, 1, 1, 8, 4, 13, 4, 1, 5, 1, 2]}]",[],Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.22,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 10, 6, 3, 1, 1, 12, 4, 2, 1, 1, 1, 1]}]",[],Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.075625,,,True,allD,32,32,"[{""t"": 1, ""sizes"": [5, 3, 2, 1, 2, 5, 3, 8, 1, 1, 6, 1, 5, 2, 3]}]",[],Imitate
beta_2.00,Grid_10x10,ImitationStrategy,0.12027777777777776,,,True,allD,36,36,"[{""t"": 1, ""sizes"": [8, 1, 1, 1, 1, 1, 1, 24, 12, 1]}]",[],Imitate
beta_2.00,ER_k4,ImitationStrategy,0.046380000000000005,0.9,0.02728000000000001,False,,1000,1000,"[{""t"": 1, ""sizes"": [33, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [3, 1, 1]}, {""t"": 101, ""sizes"": [1, 1]}, {""t"": 151, ""sizes"": [3, 1, 1]}, {""t"": 201, ""sizes"": [3, 1, 1]}, {""t"": 251, ""sizes"": [3, 1, 1]}, {""t"": 301, ""sizes"": [3, 1, 1]}, {""t"": 351, ""sizes"": [1, 1, 2]}, {""t"": 401, ""sizes"": [3, 1, 1]}, {""t"": 451, ""sizes"": [3, 1, 1]}, {""t"": 501, ""sizes"": [3, 1, 1]}, {""t"": 551, ""sizes"": [3, 1, 1]}, {""t"": 601, ""sizes"": [3, 1, 1]}, {""t"": 651, ""sizes"": [1, 1]}, {""t"": 701, ""sizes"": [3, 1, 1]}, {""t"": 751, ""sizes"": [3, 1, 1]}, {""t"": 801, ""sizes"": [3, 1, 1]}, {""t"": 851, ""sizes"": [3, 1, 1]}, {""t"": 901, ""sizes"": [1, 1, 2]}, {""t"": 951, ""sizes"": [3, 1, 1]}]","[3, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 2, 3, 1, 1]",Imitate
beta_2.00,ER_k4,ImitationStrategy,0.025460000000000007,0.6,0.01636,False,,1000,1000,"[{""t"": 1, ""sizes"": [46, 1, 1, 2, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 2]}, {""t"": 101, ""sizes"": [1, 1]}, {""t"": 151, ""sizes"": [1, 1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1, 2]}, {""t"": 301, ""sizes"": [1, 2]}, {""t"": 351, ""sizes"": [1, 1]}, {""t"": 401, ""sizes"": [1, 2]}, {""t"": 451, ""sizes"": [1, 2]}, {""t"": 501, ""sizes"": [1, 2]}, {""t"": 551, ""sizes"": [1, 2]}, {""t"": 601, ""sizes"": [1, 2]}, {""t"": 651, ""sizes"": [1, 1]}, {""t"": 701, ""sizes"": [1, 1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1, 2]}, {""t"": 851, ""sizes"": [1, 2]}, {""t"": 901, ""sizes"": [1, 1]}, {""t"": 951, ""sizes"": [1, 2]}]","[1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2]",Imitate
beta_2.00,ER_k4,ImitationStrategy,0.03702,0.9,0.0189,False,,1000,1000,"[{""t"": 1, ""sizes"": [47, 1, 4, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [2, 1, 1]}, {""t"": 101, ""sizes"": [2, 1]}, {""t"": 151, ""sizes"": [1, 2]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [2, 2, 1]}, {""t"": 301, ""sizes"": [2, 1]}, {""t"": 351, ""sizes"": [2, 2, 1]}, {""t"": 401, ""sizes"": [2, 2, 1]}, {""t"": 451, ""sizes"": [1, 2]}, {""t"": 501, ""sizes"": [1, 2]}, {""t"": 551, ""sizes"": [2, 1]}, {""t"": 601, ""sizes"": [2, 2, 1]}, {""t"": 651, ""sizes"": [2, 1]}, {""t"": 701, ""sizes"": [2, 2, 1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1, 2]}, {""t"": 851, ""sizes"": [2, 1]}, {""t"": 901, ""sizes"": [2, 2, 1]}, {""t"": 951, ""sizes"": [2, 2, 1]}]","[1, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1]",Imitate
