ImitationStrategy,"RLStrategy(learning_rate=0.1, epsilon=0.1, initial_q=0.0)",TitForTatStrategy
0.42342916666666675,0.49273608333333335,0.47325000000000006
0.5070150000000001,0.5009860833333333,0.4862916666666667
0.47415975,0.5273654166666667,0.43333333333333335
0.5589421666666665,0.5314532499999999,0.43333333333333335
0.5174491666666666,0.5163131666666666,0.47533333333333333
