ActionStrategy,Fermi(K=0.5),ImitationStrategy,"RLStrategy(learning_rate=0.1, epsilon=0.1, initial_q=0.0)"
0.51425,0.4012908333333334,0.3268283333333334,0.5725516666666666
0.51425,0.41287416666666676,0.4302991666666666,0.5316633333333334
0.51425,0.42187916666666664,0.45811166666666664,0.5296558333333333
0.51425,0.3498575,0.4737783333333333,0.5737108333333334
0.51425,0.41432250000000004,0.46358499999999997,0.53416
0.51425,0.4016875,0.5010125,0.539675
0.51425,0.2167875,0.5641816666666667,0.5713633333333333
0.51425,0.3678416666666667,0.5528191666666669,0.566905
0.51425,0.43418333333333337,0.5200833333333333,0.5621425
