ActionStrategy,Fermi(K=0.5),ImitationStrategy,"RLStrategy(learning_rate=0.1, epsilon=0.1, initial_q=0.0)"
0.51425,0.09688,0.0954875,0.05052000000000001
0.51425,0.016949166666666654,0.08392750000000002,0.06339583333333333
0.51425,0.02075333333333333,0.07119,0.06115
0.51425,0.02714833333333333,0.09401416666666666,0.05041083333333335
0.51425,0.00830749999999999,0.06781500000000001,0.05936333333333334
0.51425,0.011885,0.05991666666666666,0.05476750000000001
0.51425,0.06662749999999999,0.17491666666666666,0.0501225
0.51425,0.00799666666666667,0.09742333333333333,0.05042166666666668
0.51425,0.006314999999999999,0.0645,0.050841666666666674
